missing,correlation,pvalue
4,0.9684018953266017,0.0
6,0.95394936612732195,0.0
8,0.94077690857029372,0.0
10,0.92502394374284624,0.0
12,0.91189026283028751,0.0
14,0.89954644848656895,0.0
16,0.88191152451467791,0.0
18,0.86976114277858263,0.0
20,0.85665786045670755,0.0
22,0.84331437589592417,0.0
24,0.83544653798327506,0.0
26,0.81884891836790508,0.0
28,0.80576490422056679,0.0
30,0.79435013900620999,0.0
32,0.78369476140892702,0.0
34,0.77764297275437877,0.0
36,0.76631543663781443,0.0
38,0.75199646872775994,0.0
40,0.7381043406066875,0.0
42,0.7273234342503313,0.0
44,0.71404186856635965,0.0
46,0.70686928795505577,0.0
48,0.70418344808987343,0.0
0,1.0000000000000002,0.0
2,0.98409440611278154,0.0
4,0.9691225753880095,0.0
6,0.95444605213688571,0.0
8,0.93966149822040024,0.0
10,0.92572086609588589,0.0
12,0.90628797636696679,0.0
14,0.8894169501667516,0.0
16,0.87641626347596946,0.0
18,0.86311460908641069,0.0
20,0.84940216841809535,0.0
22,0.84017088376233506,0.0
24,0.82853796506606114,0.0
26,0.82242858761872428,0.0
28,0.81033596791799256,0.0
30,0.79039355845181181,0.0
32,0.7744111085408939,0.0
34,0.76556054350982672,0.0
36,0.75162424900806002,0.0
38,0.74128968293645237,0.0
40,0.71895295688405658,0.0
42,0.7060562070369123,0.0
44,0.69792742051072887,0.0
46,0.69322562250861908,0.0
48,0.67850303810714541,0.0
0,1.0000000000000002,0.0
2,0.98638350118115803,0.0
4,0.96818434675847065,0.0
6,0.95250560491653802,0.0
8,0.93808558319153046,0.0
10,0.92432550573765482,0.0
12,0.90884821008222882,0.0
14,0.89803726485878399,0.0
16,0.88520948445285075,0.0
18,0.8741140614712507,0.0
20,0.8624570085875628,0.0
22,0.8481279789661208,0.0
24,0.83972616588049365,0.0
26,0.82985924457414606,0.0
28,0.81801291051843072,0.0
30,0.80301177392318268,0.0
32,0.79418339630902024,0.0
34,0.7834370380966631,0.0
36,0.76554340591767234,0.0
38,0.76066258377962681,0.0
40,0.75071087477520981,0.0
42,0.74012075269859301,0.0
44,0.73098309312765586,0.0
46,0.71730936696101599,0.0
48,0.70524101043894094,0.0
0,1.0000000000000002,0.0
2,0.97834769120791432,0.0
4,0.96490511156311298,0.0
6,0.95108618078563356,0.0
8,0.94030879007066093,0.0
10,0.92737685194807473,0.0
12,0.91246639773595584,0.0
14,0.89728261364238371,0.0
16,0.88308595600413831,0.0
18,0.87281835063902713,0.0
20,0.8604892612261944,0.0
22,0.84989002597211083,0.0
24,0.84054068423627304,0.0
26,0.8303656127402238,0.0
28,0.81691465997964097,0.0
30,0.80704338546788046,0.0
32,0.79368756377300664,0.0
34,0.78132512395605214,0.0
36,0.76951635186901257,0.0
38,0.75870502128992789,0.0
40,0.74517796844004458,0.0
42,0.73143667567603288,0.0
44,0.72418711471724595,0.0
46,0.71662689297982152,0.0
48,0.69844483889906805,0.0
0,1.0000000000000002,0.0
2,0.98292267225479624,0.0
4,0.96560956379247831,0.0
6,0.95034746927983671,0.0
8,0.93901140809909733,0.0
10,0.92182910080252622,0.0
12,0.90700581077579845,0.0
14,0.89639678231925235,0.0
16,0.88186446351931747,0.0
18,0.86950919572591301,0.0
20,0.85981240858953611,0.0
22,0.84371220087788634,0.0
24,0.83203985806294556,0.0
26,0.82011722739211435,0.0
28,0.81300870114218282,0.0
30,0.79959873812192228,0.0
32,0.78600045195909185,0.0
34,0.77655491533561649,0.0
36,0.75938388564237369,0.0
38,0.74490908950912749,0.0
40,0.73462354925197582,0.0
42,0.72726328035991006,0.0
44,0.71239809918589214,0.0
46,0.70082924755925313,0.0
48,0.69190244995330863,0.0
0,1.0000000000000002,0.0
2,0.98320936205632992,0.0
4,0.97088801323060425,0.0
6,0.95639428931369519,0.0
8,0.9426237705723336,0.0
10,0.92957796261995018,0.0
12,0.91500229696033852,0.0
14,0.90187696854286403,0.0
16,0.88925408452895771,0.0
18,0.8740872813693279,0.0
20,0.85630416834222089,0.0
22,0.84333410606519188,0.0
24,0.82794745596533625,0.0
26,0.81632823633873031,0.0
28,0.80527038170101928,0.0
30,0.799170634707278,0.0
32,0.78608446975595103,0.0
34,0.77766308551958985,0.0
36,0.7629075063222911,0.0
38,0.75411951090552098,0.0
40,0.744591348162853,0.0
42,0.73162359160508184,0.0
44,0.72317849265393053,0.0
46,0.72053099335830439,0.0
48,0.7126063500067491,0.0
0,1.0000000000000002,0.0
2,0.98360814479870307,0.0
4,0.97158048590019452,0.0
6,0.95552759477338345,0.0
8,0.93948750088995825,0.0
10,0.92350623232126539,0.0
12,0.90760636273146156,0.0
14,0.89792309860145203,0.0
16,0.88529686478533554,0.0
18,0.87506365803742825,0.0
20,0.86585530161703506,0.0
22,0.85432586405406818,0.0
24,0.84081014938715637,0.0
26,0.82502181836614008,0.0
28,0.80945675733885203,0.0
30,0.79208136450254496,0.0
32,0.77383919527500611,0.0
34,0.7657944070781767,0.0
36,0.74942593452916695,0.0
38,0.74596329697039843,0.0
40,0.73146036771068856,0.0
42,0.7183220346483945,0.0
44,0.70532506763896496,0.0
46,0.69653158134410798,0.0
48,0.68638532954017151,0.0
