U19486	U06264
U16112	U85980
U29122	U33583
U71980	U12542
U57981	U71770
U24936	U05288
U05663	U86732
U27296	U12946
U27172	U44835
U02133	U49596
U33504	U09848
U08078	U28145
U85649	U47465
U09090	U96330
U83745	U06529
U51597	U78307
U02368	U26521
U19494	U20562
U57631	U02887
U67676	U45791
U78788	U06909
U88000	U13022
U89036	U13303
U20315	U12631
U06545	U65937
U82409	U01773
U36111	U31394
U03268	U59354
U19628	U03079
U42644	U00210
U83371	U01475
U60132	U02646
U53392	U14052
U05491	U21865
U67908	U09790
U07486	U11498
U02202	U93297
U03806	U46314
U07369	U45066
U78049	U06130
U14510	U10130
U19420	U11799
U09898	U09900
U10540	U74548
U24015
U25283	U19707
U11270	U37945
U19755	U30228
U88078	U16218
U35683	U73262
U98840	U14154
U03028	U32575
U08063	U14364
U37059	U11404
U21995	U56856
U94458	U00778
U91399	U02016
U54291	U02774
U07418	U76538
U94818	U68426
U01590	U19812
U11377	U13426
U73355	U20637
U25513	U15332
U00866	U13920
U04724	U33582
U36053	U06903
U82675	U38772
U23479	U12032
U40672	U43848
U20887	U99424
U91794	U42336
U40794	U29024
U01938	U39253
U71817	U55892
U10607	U23447
U03915	U40888
U04179	U66711
U58320	U98925
U12516	U89218
U21931	U08875
U49390	U42360
U98141	U02848
U10812	U06066
U11285	U03443
U61506	U19839
U40601	U42033
U25280	U19787
U36225	U25850
U45266	U03147
U11070	U06157
U41588	U87572
U23547	U45067
U19815	U39601
U08611	U28796
U12037	U15413
U41925	U00421
U01197	U72153
U03826	U63952
U51257	U28169
U62493	U03419
U12070	U44849
U32653	U07528
U08214	U66102
U32356	U46356
U14485	U39718
U49737	U41839
U72628	U17547
U61380	U43572
U79337	U01117
U64070	U01879
U02407	U34366
U64614	U74887
U50955	U19299
U57833	U05613
U07063	U73224
U26176	U45851
U19328	U02104
U57765	U69591
U10332	U25878
U77139	U03044
U06763	U43313
U10824	U27889
U99910	U24404
U60994	U60768
U52319	U01298
U19269	U61955
U01402	U80858
U43756	U16199
U27482	U08652
U64684	U35740
U98320	U07852
U00722	U62451
U27817	U02204
U11004	U60548
U10727	U01316
U16122	U48297
U06445	U02728
U19608	U09478
U51662	U10997
U06857	U74756
U90438	U93707
U28162	U10479
U75229	U02581
U08117	U06235
U35922	U05126
U06545	U19113
U98542	U08831
U14241	U59141
U09208	U18539
U06568	U34073
U92859	U00013
U56589	U82872
U09196	U14753
U00870	U00740
U10859	U03913
U35428	U06040
U07438	U73048
U13621	U08163
U28585	U41890
U43668	U84389
U26156	U86352
U07727	U35631
U03820	U41387
U89505	U00226
U04777	U57915
U34514	U34513
U68061	U00409
U43614	U70173
U23328	U00042
U14943	U02818
U21855	U08848
U50428	U05214
U26953	U03530
U05695	U34945
U37118	U45879
U06116	U08456
U03205	U37448
U10644	U11138
U12789	U01714
U40794	U33428
U08661	U37134
U08947	U06390
U06164	U57578
U39101	U06775
U73251
U00744	U23066
U37730	U22069
U95797	U08053
U06387	U57355
U80244	U01878
U22613	U04531
U60870	U13431
U06832	U42990
U13568	U01712
U14904	U01196
U15864	U50697
U48126	U21870
U00649	U28429
U23046	U47811
U06446	U48134
U01428	U30724
U20955	U22104
U21920	U38342
U61576	U00976
U16123	U22931
U09220	U24596
U02720	U29767
U28933	U42395
U05661	U06638
U06588	U76507
U13625	U22500
U69507	U07874
U44196	U02677
U54740	U08269
U35386	U04416
U75210	U21199
U16698	U30863
U24401	U03443
U26026	U56822
U41634	U05062
U49097	U51315
U55107	U15516
U29364	U40461
U11268	U20734
U25299	U31105
U45825	U37800
U07981	U47293
U63451	U22849
U08671	U07683
U78626	U30139
U45285	U37315
U27482	U15634
U75453	U07866
U23214	U17370
U20491	U05098
U62615	U71294
U42949	U10975
U10966	U23729
U02346	U30179
U10035	U18820
U27708	U01215
U17861	U17402
U23077	U24342
U00030	U02120
U56882	U15187
U37148	U54570
U14924	U73832
U04140	U78068
U28211	U18011
U31125	U37485
U90941	U00558
U14151	U16009
U02717	U03225
U01882	U09240
U06734	U42710
U15380	U01679
U95202	U54220
U48062	U74205
U06166	U29186
U47933	U11558
U25748	U17868
U66989	U01236
U00383	U40189
U27974	U65353
U07607	U67728
U07611	U23661
U15674	U10160
U13853	U42047
U05015	U85548
U01995	U32302
U55906	U19902
U15924	U19092
U74217	U07595
U81293	U34366
U46361	U30499
U27079	U14967
U06763	U69966
U73727	U69087
U39135	U03200
U07620	U31547
U69358	U64938
U18820	U81957
U12064	U14168
U01572	U51765
U91899	U26763
U03186	U09463
U15278	U02024
U59875	U13044
U51111	U21075
U97034	U03058
U66307	U37246
U14251	U36859
U14483	U00213
U41204	U00633
U42538	U04981
U01524	U03188
U54059	U03771
U66937	U17489
U47532	U05441
U01215	U29001
U07726	U94338
U01699	U82027
U14573	U35627
U45283	U65706
U51808	U07264
U45819	U02730
U04496	U71327
U02363	U54609
U10083	U10731
U80494	U00280
U12475	U32024
U00874	U75174
U07584	U94062
U14660	U38901
U03325	U19561
U50105	U25738
U27911	U45967
U23855	U17587
U76286	U11480
U46461	U32499
U85865	U01096
U02555	U38351
U85924	U07238
U01594	U66015
U87491	U00877
U01630	U11839
U06615	U47872
U84435	U02221
U30901	U00194
U02023	U40606
U57735	U11579
U60286	U93641
U00698	U74658
U39212	U01041
U36321	U71352
U32023	U08595
U82775	U06765
U44103	U28952
U59118	U27994
U56019	U25271
U04377	U47245
U33911	U04936
U00649	U02747
U29783	U89321
U15082	U47269
U34352	U10969
U21115	U04950
U34820	U00501
U09632	U38238
U30970	U11359
U58365	U59644
U48799	U40432
U43703	U42823
U01312	U73050
U08476	U04639
U19003	U09035
U30135	U21678
U29190	U35519
U55967	U10479
U01590	U58002
U74092	U18130
U55556	U71872
U34477	U67586
U19630	U05089
U51935	U10460
U00450	U17244
U01786	U33286
U09037	U70686
U18524	U33488
U35905	U03555
U18993	U27871
U43596	U45529
U44828	U73193
U43417	U07205
U09210	U27795
U19703	U13009
U25288	U01264
U11187	U01157
U18373	U05951
U89687	U03707
U27502	U27504
U07902	U55998
U63626	U00874
U07838	U16285
U62113	U28639
U09405	U20890
U29588
U32853	U52962
U34945	U24711
U31188	U28910
U64033	U56395
U11340	U18206
U12978	U10380
U08361	U05001
U08882	U41126
U02695	U43613
U34206	U46252
U07380	U28333
U06013	U68927
U45310	U41522
U87970	U03008
U49934	U11947
U19580	U52276
U02156	U70604
U02159
U61768	U00166
U11744	U34765
U78318	U05224
U46470	U39418
U40209	U24404
U05859	U81592
U06772	U07704
U18855	U14748
U21116	U03551
U60824	U02087
U06506	U50262
U02203	U54811
U86520	U05762
U12234	U08213
U02855	U38017
U60698	U03469
U02977	U14861
U11830	U07007
U01435	U24687
U06384	U94458
U65012	U65118
U93589	U05005
U74344	U44130
U51852	U36164
U05963	U28313
U16047	U49542
U06750	U77140
U55922	U84382
U71379	U11913
U69773	U21339
U56348	U47972
U18769	U03720
U04697	U57512
U12021	U51337
U31203	U53192
U10983
U07053	U80635
U11102	U13721
U27220	U05150
U06895	U43738
U16477	U00084
U03795	U94258
U72784	U28488
U62632	U24419
U06907	U12548
U00282	U52710
U16507	U03264
U03390	U80481
U67994	U13512
U01770	U20261
U07787	U15536
U09952	U00616
U29187	U22392
U31018	U05534
U35905	U18691
U41588	U97291
U04565	U81085
U10983	U12092
U38147	U81567
U91165	U02588
U30251	U00796
U06772	U06389
U05521	U63658
U06098	U35350
U00768	U05664
U26755	U02631
U31962	U87570
U40287	U86233
U29592	U07001
U26633	U37626
U12192	U01975
U04422	U04301
U07261	U54451
U00495	U64956
U18429	U05146
U02718	U61021
U73331	U15305
U09011	U45951
U17965
U56424	U07791
U08264	U73909
U02402	U35010
U35005	U00748
U46405	U01326
U37162	U30522
U42814	U19867
U06680	U18969
U78137	U03094
U04491	U76374
U39426	U35335
U01288	U04023
U22399	U19118
U01819	U34488
U14931	U12259
U11459	U38946
U01605	U66803
U13401	U05246
U01011	U17426
U78299	U05224
U07352	U26873
U03321	U24209
U08678	U02644
U32325	U56144
U31717	U44014
U01407	U24821
U06188	U83763
U08561	U29872
U07615	U87462
U24037	U26054
U08008	U28372
U24430	U16571
U39579	U09835
U04009	U36854
U54803	U05196
U26445	U05636
U06402	U82463
U11223	U58768
U03390	U26874
U61852	U02413
U99500	U01257
U66697	U56452
U55731	U40925
U02708	U21027
U63969	U47118
U49566	U46356
U35896	U03582
U01421	U20626
U37958	U00778
U18500	U17573
U60387	U21872
U15948	U06066
U17635	U43360
U28640	U52817
U09311	U40187
U23811	U07755
U71804	U16273
U00474	U25100
U01383	U65278
U02625	U87924
U00856	U05541
U02183	U24269
U56634	U18207
U25352	U05008
U02910	U45651
U77755	U20900
U00441	U24624
U57789	U03239
U02032	U15592
U16366	U12898
U67815	U10783
U04547	U09277
U80802	U38095
U15571	U28603
U38271	U86512
U27998	U16215
U07672	U78923
U56312	U06133
U00391	U15491
U08139	U92620
U52099	U06567
U01952	U01733
U00162	U48644
U61506	U97085
U02254	U33904
U13488	U19856
U62689	U08609
U99811	U04907
U43268	U17740
U83401	U01476
U04243	U52985
U07166	U71006
U04974	U52634
U72755	U08386
U37267	U04194
U64929	U02107
U63755	U82629
U07538	U59075
U45851	U51771
U07183	U09517
U74883	U10883
U73059	U03136
U64822	U58014
U16787	U34500
U33817	U23211
U21980	U13013
U73026	U02496
U86374	U95676
U20064	U67267
U04836	U30232
U09687	U05164
U24099	U42565
U53735	U00663
U37601	U25755
U18213	U71720
U68408	U03443
U54901	U07452
U63820	U01598
U15361	U30460
U46209	U36529
U36364	U09974
U78112	U01139
U29074	U71671
U02823	U02943
U65932	U56134
U13955	U27946
U25746	U00524
U60746	U60001
U20548	U17716
U05315	U02339
U01743	U74615
U45476	U14002
U03676	U07579
U13092	U06651
U06912	U00792
U51155	U43907
U63700	U19621
U00382	U14817
U21282	U24490
U08978	U15109
U23640	U03162
U86995	U02450
U17189	U14268
U13229	U22421
U89473	U01742
U04940	U24678
U09899	U09898
U21941	U18240
U44902	U04371
U02555
U37073	U27320
U58390	U19453
U15918	U17577
U41911	U25652
U31016	U91990
U04962	U85283
U39270	U14604
U28270	U01366
U00114	U83559
U22582	U12526
U45770	U10214
U25301	U17913
U34913	U45789
U93911	U05318
U26895	U02841
U36485	U85544
U09371	U06927
U80802	U36003
U54952	U21268
U19494	U14051
U49483	U46114
U40521	U49944
U78873	U00580
U04475	U77364
U50092	U11649
U56955	U44757
U56596	U16117
U54316	U21285
U01402	U37163
U72648	U04418
U02402	U68938
U17808	U30042
U62335	U45931
U55343	U41588
U08099	U68001
U08486	U01634
U12186	U00831
U28254	U26635
U47565	U17854
U46151	U14526
U42431	U03414
U03010	U01558
U65004	U30683
U04672	U38745
U05212	U17356
U00478	U77438
U31818	U09695
U24892	U11969
U15719	U26996
U01548	U86454
U22168	U58921
U43635	U27436
U12551	U17536
U03038	U43006
U61585	U22101
U72527	U68931
U77864	U01520
U39311	U01699
U14916	U55273
U37106	U05952
U40768	U55050
U06698	U26095
U03838	U18631
U06194	U07052
U04878	U33789
U29327	U00090
U39678
U17540	U09970
U11906	U77303
U04676	U41775
U03589	U13377
U46812	U34750
U32563	U13406
U74620	U01949
U25914	U20260
U07094	U25416
U01752	U92456
U11591	U30428
U25567	U61588
U14832	U16374
U70305	U32156
U14030	U19234
U98611	U01508
U18743	U27857
U00828	U80921
U02487	U85278
U05287	U46554
U22044	U15144
U02033	U91653
U07624	U24536
U31049	U10409
U40993	U32257
U42429	U50820
U21662	U50029
U03838	U12504
U13971	U26880
U91116	U01723
U70143	U02340
U42366	U32049
U85906	U68905
U02996	U97859
U08175	U95354
U35139	U62586
U42518	U03722
U17539	U01570
U40053	U28403
U22264	U27618
U09131	U33624
U24922	U03313
U48922	U06900
U08568	U03244
U53748	U46304
U07734	U58455
U16260	U07155
U61930	U04381
U26841	U21138
U22635	U38910
U32459	U00104
U56550	U07479
U35877	U02857
U58819	U10098
U73287	U61242
U04777	U54570
U18539	U72861
U02887	U48250
U30269	U00887
U49842	U00298
U60971	U00133
U01102	U25113
U06275	U49427
U20256	U09545
U20175	U17024
U04886	U72544
U30875	U18937
U69838	U01276
U62418	U04829
U86867	U28682
U50843	U48721
U88661	U05401
U16316	U10319
U54092	U23016
U17295	U08594
U13645	U47493
U23922	U87639
U03091	U03658
U13633	U38488
U02172	U17133
U60377	U37196
U57293	U06381
U18597	U21616
U29364	U03210
U21035	U04383
U65588	U07209
U06019	U44976
U46571	U19978
U02821	U31054
U62430	U03652
U04869	U05195
U09367	U63247
U64059	U33681
U30999	U49093
U13332	U00582
U33190	U86382
U06249	U70770
U22654	U02773
U10597	U10534
U08915	U49312
U08624	U12763
U42612	U18419
U19779	U25274
U67748	U06672
U01102	U00938
U05616	U38767
U38081	U28417
U09058	U58768
U03052	U31546
U00469	U06191
U16166	U17774
U10651	U20162
U07001	U10250
U04407	U38694
U01820	U28672
U11843	U38598
U01899	U60808
U61427	U16096
U24024	U09916
U23862	U16481
U25677	U36599
U76247	U16960
U07769	U16209
U04024	U17974
U15947	U96530
U53989	U74441
U50764	U35381
U56134	U11013
U49140	U41667
U06374	U74105
U00493	U73442
U02815	U14753
U83012	U03011
U22723	U19255
U12021	U65008
U54078	U06350
U42828	U53695
U00528	U29825
U79980	U11969
U17277	U04079
U08158	U00887
U05341	U33711
U07848	U70832
U79384	U03483
U35213	U25452
U89917	U15282
U44989	U38677
U23296	U15964
U42872	U03767
U87695	U41588
U25423	U43899
U76788	U37133
U20830	U01664
U00517	U52508
U05530	U56361
U61104	U02401
U79156	U83159
U28897	U89275
U74612	U04228
U30692	U25135
U04913	U94348
U09816
U27489	U53769
U51821	U01856
U21138	U19889
U12143	U22763
U61490	U74078
U29393	U30238
U47680	U62847
U20847	U06886
U21519	U29695
U12064	U58728
U45512	U34128
U02124	U24890
U27947	U28262
U00656	U57198
U08544	U08385
U24228	U14667
U12104	U28391
U01050	U38711
U45202	U17147
U10269	U27063
U05288	U43842
U19489	U30342
U80575	U60045
U09743	U35289
U33015	U35126
U26700	U32504
U04838	U87702
U33271	U06089
U01530	U14671
U48730	U02227
U73185	U24649
U11835	U02296
U05287	U48127
U53863	U15286
U04988	U65642
U58702	U14121
U35712	U50686
U26854	U53987
U66970	U27602
U12916	U09773
U90837	U00407
U20876	U20255
U05159	U83171
U89336	U09051
U34815	U31709
U50032	U00121
U06672	U94768
U34955	U00233
U07441	U01633
U35920	U04324
U09399	U27860
U19716	U35203
U03504	U24604
U01606	U20107
U01176	U77263
U18058	U30788
U81469	U03779
U30370	U00709
U39584	U14615
U10714	U08991
U02786	U20070
U24269	U05584
U88368	U30426
U42522	U08349
U23899	U46456
U19641	U08033
U07220	U40011
U05820	U69349
U27971	U04518
U08270	U27074
U25873	U22015
U12296	U07745
U09763	U10714
U01356	U68174
U08934	U22248
U03664	U54031
U82930	U07127
U32521	U00876
U16457	U04114
U41711	U46099
U51461	U06284
U05630	U19969
U48287	U03635
U91510	U62197
U09344	U02041
U05851	U44690
U34118	U08332
U03601	U02068
U90413	U01117
U40376	U03281
U84306	U03165
U46279	U56518
U32535	U05944
U82255	U08601
U15395	U17799
U09307	U54106
U28241	U13064
U21925	U10073
U07339	U12236
U03327	U85005
U86492	U77702
U75686	U19207
U02864	U11715
U20346	U14129
U35514	U21027
U52296	U54759
U16372	U10491
U01706	U86661
U31276	U02364
U14948	U05982
U65406	U25739
U76566	U82026
U35804	U02424
U27648	U84952
U61381	U61974
U17706	U11610
U96006
U02626	U40387
U26448	U13532
U29677	U00528
U49867	U41742
U13195	U38935
U01385	U53780
U96194	U71271
U22329	U01119
U08565	U03239
U70362	U03245
U47830	U10472
U28774	U06270
U76246	U87461
U57453	U66792
U22399	U33339
U24151	U06175
U26509	U12517
U42258	U34398
U36097	U22329
U05290	U32863
U47728	U52663
U05401	U31652
U08539	U32071
U08524	U06023
U91207	U05513
U80545	U80546
U58800	U00262
U76566	U02951
U41954	U08000
U68544	U03873
U08258	U34500
U08878	U04268
U04632	U72933
U75872	U80843
U66549	U99485
U08389	U31602
U11610	U48927
U54316	U37372
U06445	U09864
U31276	U06940
U05734	U38094
U06745	U34054
U28367	U04983
U82571	U08156
U00457	U68710
U81301	U04389
U57836	U18379
U05122	U36205
U16620	U06484
U30968	U08279
U11591	U36599
U19216	U11510
U01743	U47263
U26595	U20904
U19207	U02448
U04636	U20916
U37958	U87166
U11613	U16841
U37653	U00350
U01116	U17335
U28945	U04296
U33461	U12215
U26445	U09070
U23356	U16313
U04113	U14968
U36870	U70207
U10118	U05175
U73422	U84073
U05155	U26339
U25471	U02780
U12869	U15646
U32029	U04271
U35805	U11814
U17114	U00708
U03294	U19912
U42670	U14866
U38693	U22262
U08813	U87421
U04230	U46496
U28236	U07510
U08982	U98443
U63187	U19656
U40638	U38088
U10230	U15645
U49395	U98758
U55450	U01594
U04942	U84118
U13725	U06509
U14267	U30532
U44729	U74942
U85767	U36514
U68700	U35097
U08460	U46393
U37946	U22905
U15257	U32289
U15975	U36702
U03738	U58119
U04610	U35533
U88962	U50456
U94039	U06509
U63605	U10723
U12179	U07252
U23813	U06970
U05016	U77525
U06054	U79633
U42940	U01286
U33038	U08280
U71470	U22627
U40142	U02011
U32007	U40980
U19158	U14010
U73390	U46986
U01169	U73412
U09665	U23672
U37284	U90517
U01383	U26837
U72181	U80119
U02528	U00283
U61132	U27742
U42007	U33687
U09139	U07545
U98666	U38579
U02921	U54284
U19531	U59831
U00344	U92921
U70600	U04529
U06302	U39198
U07309
U37400	U18745
U02717	U70862
U06141	U89445
U25457	U07508
U10737	U13332
U62299	U93463
U28469	U02488
U10155	U36528
U21313	U21027
U05507	U59886
U67849
U05848	U96105
U52767	U26495
U09058	U22949
U25201	U63585
U01234	U04278
U88928	U02512
U01089	U88052
U92014	U14498
U10063	U33889
U56305	U02780
U35865	U13796
U16283	U06066
U13621	U17212
U24594	U11578
U64140	U37101
U29343	U29697
U51755	U15073
U63641	U07481
U40121	U03134
U49542	U08110
U18673	U03840
U13955	U18443
U46096	U09546
U00656	U61559
U57410	U68168
U85331	U24095
U03176	U84341
U05462	U17912
U22592	U40606
U46230	U21485
U32435	U30336
U08258	U07883
U01668	U65274
U05722
U18799	U85867
U04422	U66846
U00088	U39534
U46732	U26583
U00137	U00357
U79800	U11359
U02380	U14287
U02213	U01104
U42260	U86761
U01724	U24016
U44008	U08392
U22123	U01500
U10697	U14573
U41558	U10983
U35077	U24687
U09939	U38493
U15933	U01618
U57411	U79108
U04078	U45014
U21360	U12658
U00211	U94550
U77220	U03344
U62234	U42934
U18938	U18813
U32425	U03151
U15658	U46759
U26314	U21498
U86562	U19424
U22791	U69522
U19636	U11329
U41678	U30315
U03969	U52691
U45806	U55334
U02292	U42272
U74258	U09565
U06692	U16215
U26817	U79822
U56853	U11993
U01486	U36885
U36686	U31054
U86856	U22085
U07746	U09897
U03005	U78704
U07889	U04070
U04154	U27832
U05271	U42264
U23507	U17080
U46339	U10536
U36315	U04439
U21268	U10458
U90622	U29526
U17494	U60578
U73194	U47837
U14998	U07271
U05241
U01716	U39683
U29746	U26325
U03115	U06520
U77125	U04907
U01279	U42901
U36246	U43859
U28797	U10133
U06930	U65667
U09997
U19843	U03987
U67120	U50165
U46885	U03111
U88559	U24711
U21371	U07437
U54505	U06729
U02008	U08774
U10136	U06466
U44197	U03681
U34115	U02751
U00970	U19571
U02296	U49407
U06810	U09178
U60755	U05449
U82011	U28262
U47724	U24969
U93986	U04374
U10189	U42126
U55916	U06956
U27077	U39060
U07166	U27041
U05641	U41988
U14042	U45917
U07100	U86809
U02802	U86716
U04426	U03419
U53146	U89815
U01147	U12516
U03637	U29121
U03800	U12613
U05736	U85440
U48777	U28602
U29668	U06856
U23761	U01670
U89248	U01168
U25289	U48901
U13014	U33225
U08854	U28668
U77315	U51618
U06631	U08659
U40816	U08869
U23367	U24360
U10919	U04245
U84298	U03126
U41937	U41588
U36842	U12892
U32856	U53015
U04490	U68530
U09129	U74362
U03772	U03845
U08216	U84499
U51633	U84618
U86374	U57476
U04878	U36306
U00299	U25021
U09571	U15681
U03234	U43150
U24804	U00666
U78310	U32257
U70419	U16915
U00496	U20613
U37249	U84607
U17381	U06747
U09039	U13559
U69643	U05438
U54586	U00816
U25606	U10955
U83547	U26495
U10563	U25986
U08717	U02087
U14590	U39713
U36602	U44895
U24115	U11053
U12015	U65324
U13695	U00733
U00820	U47302
U07181	U11329
U50068	U09040
U36883	U76587
U43685	U27994
U28549	U12244
U09197	U17868
U08953	U58711
U79214	U03256
U18200	U06508
U45476	U56620
U10642	U11773
U16283	U07349
U49868	U26750
U08530	U49342
U05463	U67324
U07063	U38781
U02714	U13778
U03659	U76359
U07975	U78698
U14996	U02142
U17521	U14757
U42518	U36311
U01104	U00792
U92625	U00061
U04448	U60246
U02897	U11731
U32681	U33736
U59254	U84163
U02440	U22583
U23479	U71477
U65927	U02387
U01152	U16513
U33815	U98716
U57038	U35938
U89573	U04132
U07543	U53470
U55399	U13982
U01224	U56179
U04463	U38126
U41455	U11693
U12347	U35309
U05745	U14114
U76222	U74836
U08641	U34176
U00682	U34441
U04991	U74065
U20023	U27866
U46358	U14060
U11612	U38247
U77578	U10652
U60736	U38589
U17145	U79929
U26574	U30772
U05339	U38689
U10787	U13855
U09240	U16059
U57005	U01177
U03737	U09096
U16133	U04158
U60013	U04280
U04248	U47486
U26027	U46958
U78761	U01358
U03646	U26614
U98359	U03932
U23383	U08148
U13561	U58507
U05043	U36630
U30162	U03339
U01584	U03200
U37171	U59582
U49911	U04505
U46348	U68633
U16759	U13803
U42483	U26872
U00962	U57796
U03386	U12270
U18955	U99962
U06084	U96454
U06285	U28448
U65696	U19901
U20719	U19686
U50467	U22076
U28814	U03113
U76087	U00677
U55373	U55548
U07944	U92834
U49873	U00124
U17496	U21698
U08124	U19059
U87419	U02141
U04502	U21850
U12432	U03090
U91799	U94560
U21789	U85394
U00853	U99505
U14832	U99199
U06618	U68579
U07257	U45324
U52407	U14154
U37094	U82421
U43486	U24754
U50076	U08650
