U44045	U00264
U69420	U01694
U06387	U77996
U42446	U04276
U77633	U85123
U20175	U63345
U03253	U65937
U87732	U76454
U68213	U01256
U42934	U45925
U86464	U03173
U43646	U30243
U98888	U27692
U16613	U32522
U74312	U39702
U02030	U51715
U44969	U00317
U26759	U37315
U41624	U45551
U04535	U10513
U71834	U00128
U18550	U69371
U00641	U14541
U58940	U31564
U70708	U32439
U03950	U48883
U01374	U47725
U29904	U57965
U00981	U44656
U03258	U57585
U11285	U11536
U00280	U47232
U36068	U08154
U03532	U20439
U05462	U17912
U10596	U98173
U72778	U21210
U30976	U75128
U29867	U41803
U01374	U23985
U12528	U02507
U03769	U51428
U74061	U03193
U00609	U41900
U94783	U05539
U05738	U60505
U57993	U02259
U20212	U13322
U02225	U48749
U82421	U09291
U16019	U58753
U50852	U30097
U01056	U02703
U24499	U10461
U73970	U05716
U79583	U03872
U09961	U30498
U77358	U03863
U25497	U03872
U02767	U44008
U75927	U04745
U55495	U86795
U98039	U06633
U90397	U07152
U29149	U57501
U31214	U38111
U84274	U06974
U83978	U31868
U03098	U07902
U10477	U33476
U03727	U66824
U41852	U86167
U84621	U01436
U55352	U02664
U02396	U45614
U75926	U03657
U15020	U10644
U48721	U69849
U01461	U80191
U53830	U11585
U04207	U28740
U61993	U74074
U10955	U27451
U06987	U34003
U83619	U10590
U28587	U07239
U35978
U21572	U25948
U04540	U85752
U83808	U07904
U04827	U38177
U72841	U29486
U19453	U12319
U87831	U02331
U56818	U12001
U58904	U08195
U76996	U07367
U04669	U75646
U28585	U27542
U01235	U14303
U76342
U41443	U49526
U03258	U41113
U56934	U75020
U03202	U87086
U03769	U02772
U24670	U93456
U72755	U14913
U02325	U58790
U04178	U78153
U00089	U16688
U52638	U07022
U70238	U24037
U16263	U56694
U74203	U14568
U43736	U71736
U31220	U81201
U00968	U65726
U10832
U50606	U23178
U62875	U25142
U04048	U97502
U03461	U09621
U30827	U10011
U98709	U54656
U28425	U45838
U11944	U17436
U10236	U18106
U02892	U38885
U15292	U51193
U38143	U94641
U04341	U58257
U51266	U03425
U17888	U32350
U31214	U40077
U06571	U49534
U39381	U02423
U05661	U74298
U14130	U28397
U33896	U49717
U39000	U18616
U00857	U73990
U97566	U00156
U03318	U18190
U95543	U06454
U28507	U72842
U02155	U85139
U39579	U12786
U24241	U46767
U16914	U23439
U29010	U36963
U51005	U58868
U08230	U25692
U08739	U19138
U06547	U91059
U39893	U96187
U56096	U08975
U29376	U96719
U45731	U14906
U26624	U84528
U08034	U63507
U71051	U27726
U84816
U01813	U29292
U02946	U18930
U66327	U00525
U16731	U01078
U33962	U47323
U37525
U32305	U18703
U25180	U22125
U18467	U03879
U24610	U07750
U26343	U38633
U07005	U65344
U78603	U50448
U00164	U66644
U06104	U47752
U02065	U71635
U00470	U93837
U05425	U68613
U09437	U39147
U21661	U35325
U87338	U03519
U11033	U50653
U54851	U51261
U00498	U03419
U11209	U03111
U34877	U76799
U08221	U80561
U21360	U02855
U02813	U76616
U30945	U50493
U46815	U14203
U07955	U60594
U47632	U03046
U32617	U02320
U06304	U45831
U55123	U59178
U00210	U16492
U37340	U07914
U17279	U32164
U53004	U22165
U78821	U00558
U38090	U27191
U36308	U28588
U24943	U23056
U22392	U02329
U06441	U93846
U15660	U25465
U03689	U50664
U30763	U09319
U08574	U00018
U45246	U02831
U03178	U25555
U75706	U04688
U04912	U92593
U02293	U61459
U39346	U53880
U33016	U15654
U00090	U95181
U10116	U71819
U54213	U11747
U05270	U31536
U77507	U16189
U06104	U81210
U85662	U11259
U00599	U56665
U14889	U02310
U91698	U14695
U46362	U62566
U55105	U05003
U42644	U15373
U25629	U15651
U16576	U13687
U14887	U44058
U12429	U65120
U32966	U01940
U21183	U62936
U04478	U02074
U05754	U20629
U06959	U27432
U11619	U45551
U19477	U16475
U91151	U07298
U03391	U45823
U37121	U20600
U56640	U15140
U17246	U08804
U49353	U02925
U34805	U04029
U08784	U47260
U77506	U77591
U02301	U02384
U00245	U20339
U71107	U18915
U21916	U16007
U07320	U39068
U18628	U11417
U12956	U38893
U35580	U07144
U41111	U30597
U54426	U00226
U03270	U22161
U03193	U95401
U35620	U32000
U54743	U14150
U22025
U10563	U16654
U40779	U34434
U06187	U25344
U72406	U09778
U12309	U81992
U15617	U64311
U25628	U11484
U45752	U58698
U14361	U01992
U31169	U90021
U11297	U04019
U05990	U02384
U05648	U13127
U21974	U37094
U30917	U00671
U59393	U02398
U14405	U05453
U03071	U49060
U89145	U34926
U80967	U23155
U02715	U56826
U05226	U52087
U29569	U49975
U21445	U09948
U18202	U21197
U61316	U03862
U35941	U05911
U04171	U21419
U02029	U12438
U41792	U09303
U48154
U75587	U35590
U20593	U48924
U38825	U04025
U26863	U00273
U31258	U00763
U27432	U18226
U92223	U57377
U28898	U01853
U44893	U10327
U06409	U31006
U39797	U08052
U00222	U64906
U20832	U26616
U06243	U95158
U76867
U36749	U02054
U52810	U11580
U04807	U21546
U31220	U11123
U36030	U18161
U51039	U31077
U88144	U03812
U41734	U09049
U05767	U41560
U00329	U00336
U09208	U00465
U85170	U11572
U23506	U66099
U15707	U53372
U98572	U15261
U13471	U00415
U29658	U19957
U38893	U29270
U90623	U05575
U03268	U59354
U02437	U80028
U26840	U08175
U00969	U87337
U02929	U67298
U01173	U82629
U12362	U27322
U05686	U25663
U16383
U88619	U01527
U90549	U05018
U19689	U00622
U00602	U42957
U36586	U24686
U27653	U04341
U23520	U01984
U83881	U53514
U16869	U13067
U92451	U02445
U19710	U84002
U19878	U06585
U26922	U00470
U49276
U05333	U08730
U26113	U00804
U12096
U02111	U15048
U42392	U24318
U74414	U10059
U92868	U01409
U23371	U01721
U89173	U39370
U04423	U20700
U06402	U91053
U31181	U82027
U06142	U61687
U26365	U17030
U08538	U15358
U09891	U34011
U05575	U21183
U74150	U51170
U07257	U63088
U36552	U71725
U81982	U07656
U22377	U04702
U01063	U15973
U07016	U12102
U20328
U06024	U00202
U04867	U67187
U37753	U64002
U83316	U50281
U59038	U01870
U04423	U37892
U82101	U02112
U31003	U29670
U03816	U59736
U00089	U10519
U85918	U03143
U74310	U02972
U67025	U79132
U30868	U17294
U04186	U44352
U58150	U06444
U89320	U01432
U19782	U67404
U20239	U04383
U54686	U53929
U31891	U13936
U08739	U13495
U42670	U08010
U05798	U59286
U23716	U03859
U01151	U64193
U26700	U01353
U58729	U75669
U00312	U30682
U09631	U11526
U60628	U07598
U26911	U09361
U89420	U46462
U76175	U03386
U62029	U20620
U43947	U42742
U06171	U59456
U59859	U37277
U35119	U77364
U38842	U91540
U04126	U56504
U03086	U18168
U01225	U68721
U03693	U08631
U11842	U20242
U95931	U17791
U40625
U24560	U52175
U16140	U36821
U30810	U47321
U88492	U00965
U59661	U57779
U03434	U28483
U25703	U48982
U00732	U08262
U05767	U05509
U29961	U00222
U70429	U03443
U15774	U06308
U05433	U07337
U20044	U22132
U30303	U71855
U78168	U02332
U06503	U39869
U03033	U13786
U01071	U30395
U61515	U75273
U75750	U93029
U00709	U77185
U18231	U04073
U01587	U45509
U07882	U87932
U00593	U33796
U07016	U23135
U86699	U53514
U00662	U60653
U68583	U75008
U00808	U28980
U21472	U44207
U16182	U09213
U06171	U44735
U26261	U47666
U59381	U81655
U35105	U00032
U03644
U18682
U03545	U88518
U07804	U32901
U19665	U18595
U07526	U05117
U17298	U26541
U34105	U03381
U91205	U08906
U00606	U74096
U06204	U31609
U20058	U49388
U01583	U12880
U13764	U05272
U28127	U06317
U42621	U73154
U47219	U65872
U03539	U57330
U21910	U48716
U27222	U07183
U58408	U07224
U81054	U05921
U03419	U67729
U14402	U04693
U73086	U00734
U03727	U49398
U41843	U16137
U11285	U09106
U06136	U03165
U10269	U01881
U35768	U59588
U02559	U49090
U91840	U02392
U63477	U13954
U63316	U18915
U12491	U24647
U14044	U12519
U00679	U62458
U67604	U22447
U02597	U77686
U38869	U01522
U84644	U06988
U46727	U56939
U11654	U63527
U05046	U50852
U05245	U15664
U11105	U20835
U02802	U86716
U82461	U89097
U11969	U32301
U20212	U02912
U05305	U29930
U08854	U26539
U71413	U81093
U33738	U24996
U68860	U00804
U57501	U28432
U53722	U08281
U01123	U93275
U14017	U20934
U30109	U79108
U42928	U13934
U07737	U87214
U03857	U47270
U26646	U81093
U59909	U45834
U02216	U91127
U32295	U00557
U91603	U02842
U00259	U11629
U62728	U86052
U04236	U04540
U05961	U38541
U37645	U03475
U14093	U78124
U06092	U00733
U24996	U33476
U45222	U00675
U06547	U56911
U06761	U44184
U30496	U29542
U45022	U25555
U67119	U49922
U10474	U08572
U07141	U59884
U18748	U03878
U31250	U10852
