U56701	U11407
U29122	U33583
U96550	U07158
U00332	U23256
U16373	U13462
U49729	U38469
U83745	U06529
U59667	U47793
U22398	U86602
U82409	U01773
U03268	U59354
U10334	U16669
U01467	U86833
U53392	U14052
U43945	U07487
U67908	U09790
U89422	U02274
U07369	U45066
U37107	U37715
U29664	U06791
U25524	U11016
U03389	U56225
U03028	U32575
U00728	U26839
U05084	U79304
U36522	U18392
U01074	U22500
U11377	U13426
U73355	U20637
U47408	U00933
U04724	U33582
U17841	U54132
U23479	U12032
U43848	U40672
U18193	U89655
U15543	U73342
U11186	U08799
U00916	U12045
U29996	U28034
U26552	U05983
U59036	U09342
U40601	U42033
U51842	U21164
U00152	U38228
U55298	U88006
U12037	U15413
U25363	U55325
U00381	U60611
U32653	U07528
U42287	U29753
U04139	U47612
U22072	U55282
U06518	U31341
U14916	U27442
U40432	U03428
U02231	U17154
U00056	U59254
U29342	U21207
U06545	U59964
U00909	U83719
U42387	U61777
U10332	U25878
U49552	U98745
U45938	U52504
U01813	U22112
U21086	U13758
U13091	U11633
U52319	U01298
U19269	U61955
U43756	U16199
U06739	U44315
U17000	U02265
U06737	U32283
U00377	U62495
U16122	U48297
U19199	U49407
U03453	U27831
U34910	U00189
U54652	U03648
U28162	U10479
U16958	U30360
U21330	U22033
U11092	U12100
U93688	U00760
U14241	U59141
U09208	U18539
U11940	U00349
U09934	U05063
U10859	U03913
U35428	U06040
U02644	U10789
U05415	U46683
U46799	U79339
U24477	U47083
U91333	U08467
U00451	U28004
U01024	U51687
U21644	U28598
U81267	U72324
U67759	U02171
U21351	U20439
U60249	U07578
U22368	U49948
U20550	U02584
U02738	U21178
U60824	U03550
U74730	U72852
U10644	U11138
U00122	U49801
U43706	U01757
U02853	U77807
U09573	U54581
U23066	U00744
U83085	U02427
U80244	U01878
U25589	U15737
U26827	U30411
U08963	U07096
U05338	U88924
U00649	U28429
U28396	U79994
U77864	U91675
U61576	U00976
U16123	U22931
U42547	U03590
U88046	U16212
U01121	U00180
U06588	U76507
U18169	U11282
U00591	U35565
U70118	U02655
U00395	U23919
U25449	U04279
U45283	U07866
U11674	U57145
U36756	U00903
U06843	U19149
U96780	U45971
U23195	U34206
U75951	U48305
U45825	U37800
U64635	U38805
U00459	U25007
U08671	U07683
U78626	U30139
U45285	U37315
U75453	U07866
U05266	U02610
U49700	U22755
U02346	U30179
U23077	U24342
U05588	U40789
U74060	U14756
U14151	U16009
U02717	U03225
U01882	U09240
U06734	U42710
U28947	U33787
U33029	U27843
U47933	U11558
U44018	U52052
U24415	U24574
U52738	U08297
U16417	U27917
U11419	U03058
U01121	U62969
U06392	U46488
U38101	U14672
U67047	U00800
U10207	U29200
U03231	U16333
U16176	U26410
U11317	U34818
U89251	U47835
U03186	U09463
U02864	U48382
U02568	U18688
U35434	U80578
U03098	U77965
U54059	U03771
U26286	U35678
U02767	U57100
U28571	U03238
U17463	U27200
U06835	U61500
U62618	U00666
U04435	U20613
U17951	U05115
U75620	U00105
U90360	U06009
U08728	U42685
U36224	U46356
U15357	U49054
U14580	U03333
U29690	U80491
U02555	U38351
U13651	U08581
U13862	U16484
U84435	U02221
U98309	U05497
U92349	U05577
U30198	U22043
U02290	U65021
U09073	U90205
U69758	U30126
U84733	U00948
U56019	U25271
U04377	U47245
U32448	U21412
U23561	U41452
U09749	U05678
U48799	U40432
U26832	U01707
U17332	U05085
U55194	U00456
U04379	U86116
U70763	U04705
U51935	U10460
U51739	U19004
U39084	U07473
U35905	U03555
U15280	U44760
U05829	U53919
U57198	U59596
U01248	U72885
U14337	U00422
U39451	U06774
U85529	U02871
U62633	U14261
U09405	U20890
U11569	U67348
U31188	U28910
U64033	U56395
U01882	U20162
U12298	U20857
U40964	U33772
U08882	U41126
U12309	U28305
U17084	U06711
U06013	U68927
U59109	U47527
U63765	U30532
U03689	U65772
U03296	U91255
U17162	U02649
U58079	U14760
U69178	U07944
U12234	U08213
U68140	U14260
U60698	U03469
U49943	U86319
U06819	U17421
U00470	U29844
U14125	U17086
U27036	U31622
U02003	U88098
U15462	U42909
U10672	U68734
U93589	U05005
U74344	U44130
U39713	U02116
U14731	U42998
U17225	U23764
U36479	U02070
U05515	U46489
U15969	U49488
U71379	U11913
U69773	U21339
U04954	U45387
U31203	U53192
U07053	U80635
U39962	U18298
U73402	U03422
U83013	U00391
U01396	U50276
U06907	U12548
U07793	U12328
U16507	U03264
U23202	U57302
U35905	U18691
U56601	U07010
U06591	U59909
U38147	U81567
U06772	U06389
U11667	U22095
U04491	U28497
U25364	U20591
U28254	U19008
U02705	U10506
U00978	U07238
U00392	U47692
U00495	U64956
U50618	U02067
U41301	U00403
U08679	U08315
U59266	U61942
U51762	U19075
U29415	U19538
U37162	U30522
U89893	U60354
U06680	U18969
U04491	U76374
U85649	U44263
U51327	U33964
U11459	U38946
U87477	U00076
U63792	U49546
U11285	U11984
U06188	U83763
U25290	U63944
U59015	U02931
U25527	U45775
U24430	U16571
U42251	U55198
U04009	U36854
U31122	U36849
U07646	U71670
U06402	U82463
U78134	U01030
U24111	U24109
U94588	U02385
U55731	U40925
U02860	U84828
U01348	U56344
U16288	U00261
U61323	U07238
U35438	U54753
U07077	U19706
U23811	U07755
U06280	U03172
U68532	U02464
U56634	U18207
U20616	U11307
U86745	U17547
U13382	U24874
U26276	U18379
U05350	U35133
U04547	U09277
U56312	U06133
U03669	U02517
U34581	U61370
U01952	U01733
U02889	U36289
U83401	U01476
U33380	U37356
U02594	U22264
U04243	U52985
U24899	U36500
U00222	U54229
U37267	U04194
U47197	U14664
U08046	U18130
U98088	U10082
U08735	U04079
U05926	U78282
U42409	U03277
U64822	U58014
U43441	U27406
U04836	U30232
U29625	U26182
U05926	U88644
U91758	U52065
U10000	U03898
U45046	U56123
U08347	U27966
U28945	U28970
U02823	U02943
U05585	U84925
U24118	U07583
U66800	U05034
U91473	U03712
U02033	U10362
U07659	U32458
U33973	U27922
U55080	U30755
U40878	U04383
U57603	U17050
U02555
U57461	U01736
U22451	U70824
U04962	U85283
U42639	U14164
U00114	U83559
U22582	U12526
U24261	U22211
U45770	U10214
U73218	U01659
U00045	U70063
U09371	U06927
U25364	U17410
U19494	U14051
U36015	U72951
U49944	U40521
U50261	U85485
U94643	U05676
U06033	U56268
U23699	U04046
U33181
U72648	U04418
U47769	U15387
U16009	U09210
U45200	U00511
U03043	U82075
U84997	U02332
U04571	U50562
U03336	U21498
U66356	U23993
U17656	U51687
U08188	U10791
U01548	U86454
U12787	U09834
U14066	U17959
U99084	U03458
U10798	U00309
U31438	U50060
U02177	U18745
U77864	U01520
U39311	U01699
U40768	U55050
U06698	U26095
U03838	U18631
U07052	U06194
U60002	U27874
U15113	U35472
U50434	U28011
U27953	U31446
U07094	U25416
U01752	U92456
U14030	U19234
U02236	U74148
U18743	U27857
U28972	U13018
U04050	U78207
U07769	U00649
U23344	U58204
U25597	U25380
U07834	U12144
U25621	U25905
U01008	U13567
U44134	U77633
U14228	U00257
U15540	U86602
U03838	U12504
U68390	U05101
U07606	U56959
U27442	U03756
U23610	U32883
U20022	U29636
U29240	U01040
U77132	U04840
U22822	U30251
U07734	U58455
U30466	U96513
U61930	U04381
U18069	U01056
U37295	U80210
U07323	U15156
U43721	U20673
U07894	U09653
U28238	U07336
U68249	U16032
U47827	U56966
U21273	U00252
U10407	U41031
U25321	U21503
U74167	U30985
U03169	U64692
U00725	U70117
U39010	U50257
U25595	U04145
U30724	U10327
U38787	U03457
U27143	U17805
U50843	U48721
U16697	U12953
U10309	U04441
U06658	U71864
U17295	U08594
U55243	U08365
U02088	U07940
U02841	U45085
U10653	U49151
U09953	U63497
U02172	U17133
U17854	U55102
U85461	U02340
U29250	U53832
U16899	U00103
U83728	U35806
U77718	U02260
U21273	U25835
U07559	U07356
U30562	U01517
U10803	U20474
U25805	U11514
U05616	U38767
U27442	U69579
U00469	U06191
U00100	U58276
U31528	U75396
U15082	U14898
U00485	U78235
U02768	U05621
U59915	U25537
U02047	U66645
U60797	U03373
U23744
U25677	U36599
U07769	U16209
U76817	U63061
U53989	U74441
U01670	U32972
U41178	U20448
U90650	U04168
U06753	U80013
U18262	U99219
U86840	U84607
U04709	U35057
U29066	U15787
U07759	U83428
U24439	U32799
U45679	U79197
U38901	U46205
U42872	U03767
U00997	U22833
U52082	U04822
U04052	U50605
U03463	U46505
U03884	U14602
U64173	U00628
U09816
U29393	U30238
U28537	U07848
U02649	U50495
U11446	U57657
U67742	U46963
U01784	U06034
U06061	U00239
U24228	U14667
U65592	U06167
U00152	U87496
U30459	U29456
U30424	U03847
U67297	U14522
U30715	U97853
U54474	U28790
U04401	U33057
U02973	U06100
U83862	U25126
U73185	U24649
U12984	U23580
U18725	U31884
U53863	U15286
U02894	U94355
U00368	U77807
U26854	U53987
U14864	U21678
U17981	U29415
U45794	U24014
U50032	U00121
U17153	U79945
U06672	U94768
U72071	U09159
U12185	U12176
U09399	U27860
U03504	U24604
U26478	U38361
U00778	U48158
U09440	U03224
U05644	U00583
U47743	U34311
U02652	U78786
U31462	U02658
U95160	U03353
U27971	U04518
U10406	U15493
U12296	U07745
U01075	U48567
U34397	U14584
U18736	U38038
U45555	U05149
U09344	U02041
U34118	U08332
U52995	U06999
U03601	U02068
U55766	U51018
U03378	U83636
U01924	U01805
U56538	U09676
U32535	U05944
U38186	U03734
U00360	U01636
U53009	U05178
U28241	U13064
U22821	U06469
U32841	U20987
U55750	U19437
U02362	U47110
U53451	U00422
U57198	U46621
U07389	U23807
U14948	U05982
U10799	U62951
U45191	U02759
U22013	U03656
U04076	U29760
U87067	U03455
U28774	U06270
U10635	U84487
U24151	U06175
U05290	U32863
U05642	U46319
U05401	U31652
U07543	U07435
U54119	U08077
U06023	U08524
U05206	U45765
U73458	U64811
U00067	U92184
U41954	U08000
U65446	U65807
U08878	U04268
U59748	U01624
U04632	U72933
U03727	U46512
U11610	U48927
U19186	U06901
U58867	U70474
U00139	U11537
U13177	U71438
U55275	U07648
U30968	U08279
U00212	U42945
U00194	U33508
U71663	U04103
U71744	U05966
U21220	U04482
U51152	U07829
U25405	U45119
U00265	U53735
U04113	U14968
U45986	U30894
U01405	U13771
U01037	U54767
U18301	U46123
U04361	U14836
U36538	U10236
U42670	U14866
U27068	U05450
U08813	U87421
U83743	U08546
U70035	U06032
U00734	U99864
U40638	U38088
U03693	U00666
U45509	U04543
U24834	U07977
U08129	U02941
U25749	U18536
U37946	U22905
U15975	U36702
U03738	U58119
U19573	U51953
U94039	U06509
U09183	U00656
U07352	U03110
U22625	U07341
U04060	U43085
U00969	U34929
U40086	U20294
U85735	U04375
U05158	U72764
U76449	U07451
U08147	U11956
U07581	U10391
U00344	U92921
U07734	U16006
U11451	U53902
U44072	U04441
U65004	U30683
U10155	U36528
U36952	U72961
U37791	U09277
U05507	U59886
U05848	U96105
U03040	U04141
U01234	U04278
U56418	U38154
U45953	U16014
U97966	U07915
U34634	U10762
U32545	U76803
U23677	U08837
U07315	U12772
U35992	U42371
U20383	U19346
U24178	U12077
U60687	U42790
U06072	U23202
U08009	U66972
U41238	U05069
U03753	U25169
U08258	U07883
U24899	U22619
U18799	U85867
U27206	U41023
U56491	U17463
U15665
U15885	U23360
U02213	U01104
U64028	U11495
U44008	U08392
U16215	U37782
U04845	U12013
U78558	U77448
U00211	U94550
U62234	U42934
U06501	U25805
U55293	U04065
U19313	U00606
U86562	U19424
U33651	U10194
U99820	U05606
U60025	U36198
U56292	U38919
U03005	U78704
U41008	U63319
U29364	U10296
U36315	U04439
U70349
U74689	U77341
U90387	U04686
U07330	U77215
U08530	U45523
U86628	U09325
U88416	U42787
U10560	U00118
U14512	U71527
U13225	U02880
U24283	U20736
U80704	U22664
U20423	U00262
U15021	U35674
U25570	U17745
U10575	U27615
U94711	U03094
U04013	U46984
U34696	U30969
U66582	U19742
U01189	U15609
U02344	U34324
U45471	U56302
U03093	U29060
U30869	U41706
U00970	U19571
U07116	U55102
U02296	U49407
U06810	U09178
U02323	U97014
U84804	U34739
U05538	U11538
U00397	U48847
U59571	U02980
U44670	U32112
U00962	U42814
U02274	U68015
U14042	U45917
U74691	U53722
U63612	U01242
U86749	U14120
U20759	U51664
U26072	U01022
U13715	U07529
U11205	U08232
U06887	U27454
U60976	U51629
U58258	U11220
U31067	U01762
U08980	U07608
U27164	U01927
U28507	U69042
U03066	U64169
U41683	U52358
U09571	U15681
U23309	U58709
U01697	U68675
U38810	U62970
U84192	U07908
U59254	U91790
U19771	U31278
U23659	U47696
U30116	U18196
U00063	U13301
U74381	U46962
U81639	U02484
U06935	U79390
U04665	U88762
U00309	U11353
U29186	U01210
U28406	U10884
U18200	U06508
U47417	U32079
U49868	U26750
U08530	U49342
U21305	U54138
U48447	U07114
U01797	U90913
U04448	U60246
U02897	U11731
U02741	U47718
U16892	U14346
U10009	U02610
U08200	U52343
U62135	U04577
U44134	U01783
U55399	U13982
U58398	U46554
U18878	U00367
U70704	U61033
U12347	U35309
U45472	U29111
U64847	U06649
U02697	U65279
U26336	U72694
U39012	U34633
U20463	U04486
U13572	U10730
U24091	U79187
U10844	U45498
U01244	U82585
U16059	U09240
U16020	U09781
U11240	U02181
U05043	U36630
U01584	U03200
U30674	U20624
U31318	U08054
U14984	U72401
U02368	U36533
U05137	U45102
U03386	U12270
U13993	U75146
U03565	U28781
U31052	U27898
U50467	U22076
U00245	U00716
U00909	U35950
U55373	U55548
U07944	U92834
U36973	U12513
U88000	U11934
U07687	U04023
U17202	U51953
U10666	U11220
U15278	U12039
U07257	U45324
U52407	U14154
U50076	U08650
U09890	U39372
U16855	U05472
U33883	U43103
U06724	U75949
U00074	U38482
U00158	U58897
U20102	U18963
U60957	U88815
U08290	U67564
U08070	U41714
U01200	U56875
U03698	U03058
U08924	U39252
U96570	U02338
U09632	U47315
U61773	U29226
U04062	U50895
U65278	U21411
U25571	U02343
U01671	U38517
U02968	U91860
U13553	U51548
U68227	U00386
U19475	U14303
U06824	U48240
U49817	U02888
U84197	U66774
U08152	U74004
U12187	U29545
U10240	U30184
U48987	U01340
U03251	U14186
U04384	U20602
U40790	U48550
U56029	U06742
U82741	U18937
U03452	U89460
U94349	U03553
U72383	U11638
U58444	U00457
U67121	U02272
U52251	U00027
U27154	U40868
U40441	U10884
U22460	U14485
U62948	U45660
U69891	U66774
U70649	U04338
U24106	U02920
U92035	U07758
U05339	U04370
U73512	U00839
U00184	U47793
U37663	U35215
U57155	U01156
U01912	U85237
U95198	U01946
U01891	U48256
U67511	U11360
U00233	U14505
U08382	U17393
U05795	U67492
U03687	U26590
U36790	U25503
U19061	U00000
U34616	U70958
U33927	U02868
U05021	U99124
U75067	U13195
U76642	U09835
U17276	U10407
U04372	U41631
U31137	U12429
U38916	U34334
U15432	U18437
U04756	U32919
U73397	U07661
U30519	U57198
U00991	U13828
U11312	U02196
U27997	U57811
U85477	U28990
U62699	U71312
U03237	U92934
U03386	U13073
U03828	U18311
U57573	U70944
U20785	U08407
U80711	U11369
U12845	U55053
U11826	U03637
U04306	U04599
U04230	U12526
U69420	U01694
U01010	U00521
U06387	U77996
U60340	U19161
U17067	U05033
U21306	U25935
U04386	U86597
U11810	U21332
U39141	U08894
U00296	U00278
U18552	U10337
U16613	U32522
U30164	U87846
U68879	U02673
U51652	U03599
U67286	U25877
U55814	U07841
U06621	U29594
U11953	U02855
U18844	U18196
U74675	U23996
U15939	U14524
U50016	U15488
U25457	U23072
U11506	U01277
U01345	U28474
U12915	U35195
U00364	U08434
U09731	U17995
U13595	U10487
U86528	U06247
U10596	U98173
U73653	U19963
U22413	U08630
U29867	U41803
U19869	U36929
U40840	U26010
U33608	U25513
U03769	U51428
U02820	U35712
U83140	U44875
U00609	U41900
U11994	U04543
U00944	U21986
U05055	U79758
U04965	U15240
U08258	U23027
U07620	U67199
U03625	U75060
U56559	U57847
U01846	U30962
U01056	U02703
U58215	U31398
U28957	U04654
U73970	U05716
U36477	U11178
U25497	U03872
U02767	U44008
U33222	U17337
U29766	U03195
U05266	U20452
U97937	U05885
U99063	U03643
U02643	U23535
U02252	U47814
U78186	U13745
U17178	U23636
U00189	U14792
U07902	U03098
U02767	U44739
U03364	U19534
U29812	U16102
U49898	U53384
U15020	U10644
U48721	U69849
U63869	U01539
U01461	U80191
U30095	U18131
U03059	U06651
U39979	U44430
U46959	U06507
U00109	U32753
U53459	U58179
U09288	U18003
U83619	U10590
U28587	U07239
U14838	U09999
U32639	U06501
U73721	U02761
U81093	U80517
U19453	U12319
U29814	U05812
U04669	U75646
U02626	U18263
U08953	U27795
U04049	U84491
U08214	U27408
U74382	U01941
U39743	U01355
U11345	U00793
U48249	U03469
U03202	U87086
U06099	U85592
U11279	U08572
U06612	U37300
U05798	U31103
U04813	U41443
U79188	U05388
U09541	U23257
U01894	U77452
U31601	U44240
U17387	U37064
U37160	U15055
U00063	U03809
U42061	U11812
U20845	U17286
U00968	U65726
U10832
U26589	U51762
U07310	U05132
U97555	U02726
U12305	U22455
U18882	U06329
U01201	U12800
U00523	U35270
U36640	U35890
U17687	U10121
U31944	U01122
U60447	U28853
U11696	U59225
U65192	U01805
U21848	U31665
U43148	U34039
U06063	U15557
U87727	U01319
U45506	U15373
U02177	U14477
U33896	U49717
U19079	U49981
U00857	U73990
U46485	U25890
U11331	U01697
U03601	U02576
U81704	U02870
U18735	U39293
U44092	U59405
U29010	U36963
U04932	U78742
U07979	U58543
U04869	U41637
U35582	U54579
U10844	U37648
U04154	U25281
U02003	U28102
U30947	U15774
U02182	U66485
U02147	U58507
U45731	U14906
U49784	U03860
U76267	U03836
U02989	U05344
U15042	U00192
U31643	U28012
U25530	U56350
U21183	U47793
U19431	U22328
U40445	U02560
U05137	U74463
U50049	U43830
U80171	U05605
U21849	U51439
U04502	U23492
U22795	U99792
U07005	U65344
U02883	U81823
U09496	U27450
U02454	U28178
U23490	U07738
U04005	U59617
U20803	U18682
U84722	U02206
U00949	U29024
U76629	U00118
U00498	U03419
U01323	U10235
U02131	U04303
U34877	U76799
U01094	U51488
U08221	U80561
U21360	U02855
U94412	U47803
U76481	U12127
U46815	U14203
U32617	U02320
U77687	U64078
U00036	U09864
U02910	U17570
U08772	U27766
U00513	U75083
U17279	U32164
U53004	U22165
U56193	U27763
U52047	U05980
U01465	U63270
U73714	U15593
U33145	U05777
U14610	U25854
U29912	U02417
U04823	U87843
U06702	U00330
U10577	U23788
U02168	U06058
U74691	U37702
U33798	U07391
U24259	U60704
U11918	U04114
U17150	U00877
U02765	U39731
U03178	U25555
U03583	U32323
U02828	U21457
U60699	U55895
U01142	U90287
U01437	U94669
U18153	U13357
U00090	U95181
U10901	U23440
U27934	U82503
U05410	U17442
U05260	U00608
U14038	U31461
U86671	U70270
U08380	U28800
U41517	U14585
U62328	U91162
U10945	U61149
U08607	U50500
U55105	U05003
U15380	U60001
U78647	U16349
U02847	U58743
U15111	U08189
U09093	U10084
U32966	U01940
U21657	U06650
U79475	U01331
U01022	U16255
U23983	U47679
U10613	U67539
U12870	U23454
U65153	U53788
U46643	U21061
U15550	U00029
U01048	U75833
U04948	U74421
U56640	U15140
U08784	U47260
U02301	U02384
U42269	U23935
U56204	U40102
U71107	U18915
U07320	U39068
U92370	U40751
U00283	U90042
U41111	U30597
U11223	U29300
U03270	U22161
U17618	U11963
U01697	U79103
U22065	U07479
U33575	U36547
U26945	U29919
U05678	U10734
U40779	U34434
U21750	U10949
U12799	U27719
U29996	U35326
U46630	U03981
U35838	U35498
U03426	U24606
U01708	U31905
U17854	U95063
U99890	U88426
U08866	U02830
U09051	U80501
U66713	U00701
U64440	U20204
U01620
U25882	U01166
U29569	U49975
U88335	U06074
U15483	U21449
U05871	U11589
U15689	U12440
U05911	U35941
U01858	U42126
U07423	U61124
U52568	U04829
U07873	U27557
U36782	U48392
U09860	U01449
U86178	U00207
U29206	U10228
U92989	U01971
U07611	U81097
U40285	U93158
U44911	U78272
U35706	U08352
U75947	U02238
U08047	U00442
U28898	U01853
U19029	U00372
U01763	U08254
U69254	U01431
U43282	U17022
U13440	U23866
U13578	U07214
U63606	U23948
U37918	U13716
U89036	U13303
U11656	U86901
U13620	U09894
U74079	U60336
U64309	U06592
U15558	U16955
U05767	U41560
U93017	U04123
U38201	U38001
U35290	U46412
U90798	U87623
U37055	U04464
U14189	U50321
U36111	U31394
U18631	U71679
U05783	U93510
U00276	U10613
U09145	U10732
U26840	U08175
U83079	U65882
U02110	U58846
U29010	U43861
U83537	U13605
U02929	U67298
U01173	U82629
U11812	U71464
U08841	U70203
U70281	U17708
U16519	U12921
U01800	U68202
U22470	U27959
U27914	U42927
U03840	U70826
U16869	U13067
U13466	U06255
U21976	U28930
U00442	U45678
U02587	U03671
U16164	U25423
U03352	U87915
U74776	U31437
U24061	U22272
U20476	U38439
U20754	U18426
U23590	U25855
U74414	U10059
U23608	U13554
U01143	U25259
U49239	U00590
U66024
U15223	U45433
U02252	U43363
U44085	U06097
U16011	U16187
U95047	U61647
U39294	U05342
U09891	U34011
U09944	U57668
U08628	U20060
U05737	U27226
U04557	U19765
U07486	U11498
U20478	U07072
U10984	U68633
U20607	U33985
U41523	U34159
U04919	U51018
U22363	U18447
U77876	U38609
U43488	U34329
U27817	U32814
U17425	U08645
U22430	U17494
U11497
U51565	U06042
U31003	U29670
U23812	U13369
U15713	U77395
U11580	U43011
U51209	U75992
U03009	U87810
U49676	U05557
U54419	U12177
U00127	U96229
U43012	U29364
U01145	U44218
U55672	U02158
U58033	U00931
U90298	U10121
U39494	U04158
U28944	U48845
U75912	U01659
U22186	U38395
U00556	U60536
U05798	U59286
U24519	U16615
U21123	U23149
U32753	U45621
U14812	U91048
U27833	U84574
U13328	U06184
U02973
U53078	U08812
U12754	U30074
U59456	U06171
U03916	U30823
U00152	U58156
U83758	U08102
U13181	U00305
U34515	U34513
U24560	U52175
U37518	U49476
U01883	U52701
U20713	U27074
U08063	U14364
U56925	U71464
U44870	U01621
U30399	U33995
U59678	U11721
U03521	U48375
U70429	U03443
U26176	U00588
U08739
U46281	U05694
U31053	U08964
U27728	U57890
U67101	U28734
U98908	U01612
U72394	U13100
U54291	U02774
U10803	U24749
U82830	U02136
U38642	U08129
U29004	U53383
U44735	U06171
U26261	U47666
U10956	U14742
U10394	U21138
U16606	U13366
U03646	U40082
U67863	U36326
U39870	U03302
U03372	U22484
U57265	U34189
U26903	U12830
U04544	U59943
U09367	U16901
U17298	U50227
U92046	U64819
U45356	U21923
U11203	U11228
U28127	U06317
U39935	U90400
U72536	U32623
U25069	U44724
U94839	U10011
U33460	U04788
U25860	U13779
U00028	U03559
U46913	U02761
U27222	U07183
U08353	U98590
U56332	U16316
U66566	U72382
U22057	U11985
U36737	U00629
U13106	U00112
U03816	U27347
U41843	U16137
U07687	U03850
U02352	U32239
U10269	U01881
U06103	U18335
U02418	U21148
U10879	U49252
U18294	U38362
U71707	U25098
U32701	U68280
U08109	U43094
U61793	U16770
U30635	U45878
U60225	U50598
U15623	U38034
U66720	U00645
U24252	U59707
U11835	U02296
U23810	U04006
U54847	U67084
U23649	U41055
U58546	U23689
U06898	U00067
U20184	U00060
U01593	U15934
U08281	U53722
U01123	U93275
U07155	U17790
U00127	U28726
U20033	U01149
U06186	U19574
U49494	U11361
U33521	U45908
U08495	U73939
U05190	U10497
U06138	U45926
U15575	U75106
U62728	U86052
U04547	U06180
U87773	U20315
U47701	U05315
U45222	U00675
U20622	U37947
U86753	U27837
U05590	U56209
U45022	U25555
U30123	U02517
U16485	U03231
U18748	U03878
U39528	U21438
U36854	U83771
U50661	U38139
U05308	U80894
U00827	U33610
U58480	U17723
U81129	U07022
U94056	U28799
U44981	U31219
U23436	U16170
U49528	U02945
U16285	U68633
U29310	U20876
U48211	U24298
U64499	U34100
U91681	U05233
U04391	U85506
U22173	U39434
U29348	U16764
U65013	U12035
U12553	U68175
U10655	U43731
U03000	U24537
U62243	U01157
U72604	U69891
U02169	U29676
U16175	U16178
