U36852	U45898
U66186	U02788
U23632	U12589
U04919	U44133
U00266	U20754
U03188	U38847
U14866	U06167
U38773	U06864
U22888	U22888
U11400	U13577
U94514	U00590
U46207	U07771
U55286	U00677
U60997	U78760
U51595	U08706
U73339	U00158
U82740	U23150
U64414	U37620
U08730	U00737
U14911	U01398
U88943	U88943
U36151	U11120
U02638	U16372
U35481	U12144
U10139	U20815
U26170	U29867
U72558	U23856
U04149	U27417
U07815	U68097
U01180	U40020
U14937	U04114
U08555	U18394
U29152	U04041
U02145	U00559
U10745	U41686
U03916	U24337
U20218	U08447
U04139	U01592
U32634	U15648
U51285	U08167
U44813	U16299
U07388	U28451
U04027	U63808
U77468	U96030
U02974	U47530
U09558	U33135
U03838	U19498
U34340	U41344
U08986	U16215
U04487	U68889
U00086	U59566
U23886	U19693
U94373	U17455
U70959	U14162
U89305	U05063
U09612	U06480
U73763	U19561
U01198	U90618
U02467	U00240
U07581	U60295
U72493	U04692
U78207	U04050
U60048	U12251
U12137	U06917
U42622	U10191
U07107	U13414
U36068	U08154
U13600	U16008
U22026	U03922
U10203	U52101
U74286	U45237
U41048	U34743
U07426	U02705
U06622	U06624
U33404	U07433
U16983	U29689
U01907	U45584
U08782	U03045
U04407	U17949
U01315	U22583
U23397	U40478
U19641	U03813
U45740	U39036
U25552	U64397
U02742	U17422
U28301	U00738
U25705	U01728
U55465	U15539
U63756	U52319
U09066	U68117
U22608	U49206
U30049	U20238
U30277	U00235
U34500	U05404
U25019	U08724
U07441	U94528
U01963	U24940
U25173	U24638
U00547	U41963
U07486	U09952
U07407	U27881
U20509	U02763
U02004	U29256
U35263	U02254
U06007	U48818
U47599	U25059
U02581	U09035
U57398	U03190
U34298	U20385
U71344	U14251
U16660	U43011
U36646	U29922
U01053	U19858
U59951	U23500
U64983	U15085
U35640	U00295
U17342	U34001
U99968	U00517
U07226	U08802
U87306	U57970
U00610	U75201
U17613	U30368
U42029	U12513
U04335	U35472
U38351	U10336
U53044	U11861
U76982	U70828
U15198	U01656
U08937	U02959
U25261	U24015
U77347	U00753
U23955	U15503
U56125	U05114
U60540	U23896
U41375	U01016
U05356	U12661
U62978	U05094
U25620	U00758
U05151	U36308
U18131	U04967
U58032	U05536
U22559	U01932
U15787	U28953
U88440	U34874
U81670	U21910
U35506	U37480
U84382	U64342
U05594	U13587
U33108	U32784
U37554	U18880
U26734	U63785
U09264	U09172
U14855	U47489
U16255	U13273
U69406	U04223
U38439	U21737
U06405	U54495
U00524	U95110
U02521	U40824
U30474	U28713
U25588	U05684
U60361	U00786
U34925	U02839
U12296	U07745
U67048	U26056
U14259	U19307
U25452	U20651
U02001	U16514
U47446	U00369
U03887	U03540
U51323	U16172
U40275	U42705
U25593	U43102
U07394	U86566
U20116	U07976
U54146	U34554
U33484	U02236
U46443	U77100
U03006	U36313
U05656	U44750
U09432	U50079
U56435	U00753
U01055	U31646
U08623	U37712
U45240	U52377
U88673	U20896
U00786	U66920
U02674	U75752
U01575	U70734
U21133	U48102
U00585	U65793
U45182	U00422
U28440	U08799
U79708	U06984
U11219	U09155
U06577	U12970
U36059	U06936
U08520	U32509
U38740	U51275
U03739	U08564
U79319	U32831
U30564	U96569
U24378	U88243
U00637	U60026
U94791	U50034
U48944	U03047
U20882	U42412
U16983	U18111
U84443	U49102
U01706	U53482
U22454	U09246
U38670	U39615
U59504	U55579
U67269	U05705
U11000	U17966
U54638	U78273
U52026	U31964
U04830	U65937
U20154	U05507
U51237	U01451
U32634	U70418
U63824	U19794
U24774	U21010
U00683	U75578
U21870	U45374
U45708	U03904
U53203	U28449
U52784	U98411
U01190	U00847
U56865	U13455
U59360	U34666
U44875	U70653
U39870	U65305
U00307	U36033
U27525	U39442
U59485	U04120
U04509	U51525
U16804	U63020
U88941	U01140
U13790	U36653
U41366	U24086
U02873	U29800
U31044	U60228
U69811	U06751
U85549	U03450
U37025	U21655
U10075	U39297
U17511	U59568
U50662	U23383
U40533	U04878
U10235	U30195
U19178	U35048
U91217	U44544
U10683	U20627
U07526	U05117
U68691	U48579
U03738	U30970
U86856	U99761
U07120	U99460
U19666	U41141
U42139	U22891
U07115	U44418
U02464	U91800
U30293	U85049
U26001	U07605
U30985	U25361
U78356	U15501
U04303	U27097
U72723	U39324
U07030	U56833
U56852	U07320
U66624	U42576
U17591	U08934
U18343	U63162
U60664	U57578
U75133	U00153
U01745	U36533
U37791	U09277
U20835	U38110
U16780	U36044
U08395	U40934
U63150	U98113
U07751	U27846
U29956	U04395
U03286	U03378
U34406	U92213
U65864	U00293
U17678	U12964
U04894	U42255
U41714	U26936
U27511	U03944
U42135	U04004
U53137	U43392
U78527	U70838
U75887	U79818
U97906	U36325
U81151	U06920
U21114	U37769
U30081	U90204
U09340	U14310
U47294	U20062
U89545	U02307
U00641	U15546
U48410	U08177
U78839	U04699
U15464	U63707
U70331	U54209
U37429	U59893
U04825	U58025
U02497	U34517
U74143	U05405
U01467	U91293
U86618	U03762
U13118	U04212
U61903	U27400
U08332	U22995
U38227	U22365
U28154	U38988
U28082	U87732
U19637	U27115
U99203	U94214
U63265	U03428
U12099	U25365
U65785	U12766
U02194	U01205
U56037	U23446
U35612	U02823
U03650	U11500
U24379	U14576
U04678	U20099
U22936	U96942
U08882	U09099
U45684	U49669
U14854	U17632
U38361	U05152
U13009	U20758
U35471	U17286
U22411	U21947
U08313	U29154
U25504	U07971
U55433	U03286
U43065	U21284
U04281	U47296
U13986	U15602
U21939	U01434
U25822	U54430
U03916	U29154
U29212	U14008
U02238	U61293
U06869	U02255
U48692	U11920
U50415	U07323
U19812	U66370
U50510	U48851
U80277	U02864
U79801	U01234
U11739	U02438
U26073	U13177
U08323	U24754
U15360	U24895
U04028	U31826
U02168	U07676
U01751	U19823
U08195	U69540
U04518	U05511
U42566	U16420
U22934	U25122
U46814	U46066
U13006	U11070
U80468	U03904
U31298	U04912
U15265	U20810
U18157	U14862
U24285	U23576
U11602	U64215
U13568	U31641
U45336	U70514
U69128	U98837
U17285	U28324
U01008	U02043
U01483	U16504
U15787	U24860
U01874	U01059
U59562	U47917
U02240	U27296
U92378	U53326
U16212	U28854
U14970	U08838
U09961	U12351
U16275	U57301
U69924	U26814
U14065	U46482
U06687	U08815
U68913	U18266
U78668	U40658
U03704	U57803
U29698	U03073
U62228	U14057
U02249	U48397
U26187	U34393
U72410	U03222
U07061	U39746
U13103	U13572
U70440	U39432
U84050	U66114
U08392	U33607
U04237	U46186
U07496	U34309
U26874	U03390
U26781	U04346
U36116	U13680
U15540	U12780
U25710	U04654
U00761	U72969
U17220	U22094
U31566	U03832
U40420	U02381
U78670	U13831
U01085	U86845
U03367	U85048
U14109	U81876
U78558	U77448
U54045	U07994
U04009	U46668
U20055	U09326
U51872	U07802
U19942	U03398
U30653	U28531
U38387	U02433
U07295	U00845
U25465	U43032
U44674	U61944
U06015	U01036
U00270	U70888
U31607	U06253
U39292	U96455
U55807	U06628
U35608	U06921
U04140	U78068
U00103	U32987
U07705	U27365
U17011	U30792
U13761	U06826
U07479	U68185
U38579	U17718
U98690	U05336
U49729	U87356
U77017	U23594
U01481	U04212
U08044	U66670
U45693	U40409
U05014	U19266
U55071	U06775
U44171	U10227
U08719	U33300
U07069	U76250
U41969	U64392
U36711	U11716
U10338	U73907
U26370	U02035
U89257	U58077
U06985	U61874
U43185	U10613
U45164	U07703
U39418	U14121
U10491	U33286
U95779	U02588
U13624	U02487
U98843	U36685
U60219	U18987
U17403	U23948
U07550	U45443
U14686	U30777
U29101	U03215
U75483	U26757
U01998	U01159
U43046	U44171
U43038	U61508
U02929	U70077
U48473	U08909
U80633	U00455
U86734	U08155
U08426	U36223
U56863	U00312
U44523	U56566
U02031	U36199
U03316	U97004
U28255	U52694
U00715	U19923
U28697	U04524
U18146	U18146
U04572	U21485
U44674	U62128
U27151	U57566
U02738	U34487
U03657	U72846
U03104	U35726
U07699	U15643
U98577	U04387
U65067	U87899
U14862	U23315
U50782	U41034
U05883	U54131
U44964	U00429
U28632	U03432
U39170	U14517
U43959	U03738
U90729	U06653
U36916	U15271
U81268	U06401
U23142	U26915
U03139	U70704
U74755	U48722
U05767	U69941
U83736	U02166
U20555	U03426
U28557	U24803
U31343	U14094
U02402	U57652
U07202	U00626
U00840	U15927
U32144	U05384
U22640	U08717
U62796	U04770
U05008	U08169
U34430	U48852
U71565	U19183
U09725	U09311
U04420	U67989
U04078	U01702
U07497	U69685
U15891	U02589
U06916	U79232
U10888	U66679
U19398	U08393
U01701	U27719
U05557	U46576
U36567	U46378
U55554	U25750
U09874	U06594
U20723	U56178
U66596	U20095
U05694	U53646
U14947	U03340
U91688	U08690
U38653	U01608
U04018	U75823
U74364	U01356
U02342	U49647
U31361	U07277
U02051	U59287
U08562	U19736
U42253	U00048
U09348	U64002
U20911	U01594
U12686	U05550
U06744	U12304
U41048	U40227
U48725	U18217
U02524	U02669
U57827	U14381
U11263	U00773
U51032	U04921
U21823	U33898
U14658	U23639
U85727	U04387
U87776	U13510
U32808	U05633
U94731	U04787
U17372	U28889
U51845	U48373
U02852	U24954
U64341	U75011
U46222	U07781
U17272	U29448
U41400	U17673
U83524	U06253
U02591	U12281
U54057	U23200
U16819	U96511
U03108	U18264
U18631	U17274
U12602	U62279
U01180	U06931
U09539	U84646
U21489	U29372
U53325	U04097
U06946	U71758
U16286	U01159
U48923	U28220
U11945	U25267
U61009	U77478
U50953	U48637
U03370	U40098
U52026	U05121
U60126	U00015
U01751	U82124
U05133	U63119
U53765	U00543
U15646	U22637
U06011	U91389
U46692	U10898
U07956	U84489
U21681	U14405
U39734	U42007
U06626	U29604
U01284	U13374
U35670	U53643
U33304	U03732
U26137	U18273
U41805	U05222
U19228	U47223
U42517	U06037
U02713	U64397
U20926	U05391
U32813	U73894
U38351	U52377
U10305	U59672
U09196	U00737
U06900	U79948
U01759	U14487
U48284	U81896
U39719	U12172
U07460	U07460
U32168	U63824
U18809	U23263
U15596	U11205
U22395	U07349
U53376	U05099
U09652	U59963
U06004	U73791
U04784	U96712
U66168	U32246
U11452	U02051
U12970	U06810
U85772	U04324
U09554	U47924
U72553	U00338
U09850	U02351
U46676	U11852
U75861	U01082
U06480	U17928
U85098	U33424
U40916	U76352
U02000	U88910
U79923	U72282
U80672	U05288
U30223	U05945
U86805	U01476
U00496	U33604
U20960	U30123
U16273	U16060
U04986	U51308
U00480	U07877
U27075	U37492
U40436	U05753
U42513	U40103
U10231	U12234
U06524	U11797
U60010	U51298
U17267	U72032
U31745	U29922
U28876	U38035
U01512	U28047
U25368	U04855
U03386	U56923
U60085	U05236
U64527	U06492
U42824	U53348
U02328	U10926
U10005	U52365
U14151	U01738
U09102	U68629
U63995	U51986
U22095	U07739
U56679	U59238
U50987	U81380
U12798	U45553
U28265	U21261
U55568	U31621
U05192	U56771
U08583	U42982
U53795	U20831
U11138	U64559
U47242	U57921
U96427	U20449
U01296	U58199
U10194	U08702
U01085	U15373
U36545	U26233
U70519	U48299
U84068	U03179
U99460	U07120
U73339	U00087
U23227	U14130
U25461	U29680
U08210	U47286
U05041	U65318
U59697	U01232
U02050	U06235
U03469	U15124
U11936	U08435
U03872	U37976
U18999	U06784
U29568	U56516
U58454	U16592
U26635	U33095
U38820	U36502
U36928	U00866
U00544	U45975
U04932	U56797
U21016	U02287
U08144	U16607
U40239	U40916
U30223	U02297
U25019	U20464
U46814	U08351
U47112	U01218
U16704	U05430
U04464	U49932
U30675	U48546
U03987	U68066
U01597	U54044
U34778	U22818
U63962	U12642
U01385	U36365
U17690	U46437
U74245	U04971
U28814	U00835
U26412	U22087
U01076	U15177
U24484	U21417
U69947	U03117
U03460	U27364
U35482	U00514
U37599	U72757
U24156	U49723
U08915	U29201
U18616	U10916
U15280	U90905
U49523	U85027
U18932	U02789
U05980	U52047
U30221	U27164
U34560	U19700
U23596	U41561
U03772	U05255
U11703	U75984
U47568	U70682
U03215	U11344
U93294	U87126
U36393	U47223
U51266	U49566
U80341	U44672
U00205	U31895
U19554	U11891
U24208	U71893
U00413	U75363
U10630	U43848
U01084	U23018
U23238	U46596
U26763	U59649
U03521	U58453
U59369	U66414
U96677	U08995
U62919	U18996
U83930	U52962
U60490	U08329
U42308	U26548
U06815	U80971
U33157	U00458
U12642	U04385
U06400	U28251
U12197	U90409
U25101	U05388
U01977	U51833
U24178	U62493
U22602	U47657
U13247	U41147
U46091	U60482
U37674	U24831
U01584	U41308
U26172	U03918
U38712	U55807
U10492	U73445
U85836	U72647
U17827	U01045
U04042	U36501
U34562	U62454
U29456	U11727
U00059	U07239
U25763	U88582
U16712	U36618
U34291	U73871
U10659	U49420
U53266	U19006
U85511	U06854
U92350	U33167
U01825	U78506
U60404	U57913
U20188	U80993
U38029	U12429
U64248	U06038
U21097	U23167
U36762	U00567
U65118	U51390
U10234	U10244
U18004	U35838
U21038	U06937
U30970	U01957
U61548	U39145
U11774	U13042
U15065	U03654
U26910	U14248
U32225	U54409
U17414	U61070
U06864	U06544
U05911	U50742
U14181	U00922
U46721	U08026
U24473	U93185
U43323	U00747
U64063	U29069
U49729	U69569
U05400	U04800
U02338	U68000
U17166	U01134
U33934	U19867
U03724	U75282
U20961	U13787
U61369	U14790
U17722	U00637
U14185	U38953
U01883	U14627
U08299	U33229
U25019	U00875
U56744	U13600
U54409	U52326
U94644	U02996
U04899	U50398
U35095	U56190
U01081	U63313
U59936	U26108
U06323	U23885
U09531	U60995
U06898	U34765
U33413	U04621
U40384	U45297
U02341	U82105
U81982	U07656
U00148	U73080
U48725	U38654
U11661	U06132
U14543	U07322
U06669	U00958
U07521	U25239
U29172	U51965
U22323	U03579
U38343	U28336
U31023	U50010
U90247	U00120
U57882	U57882
U17436	U36091
U14645	U11137
U02349	U07372
U52634	U59758
U56683	U10388
U02138	U48717
U35591	U10249
U47434	U69980
U41180	U14924
U56756	U41272
U02154	U88003
U08760	U53998
U06335	U43834
U27977	U20914
U97070	U04704
U06338	U18897
U01400	U75235
U46932	U04636
U18814	U08569
U58813	U08534
U37945	U12364
U10159	U04450
U03872	U25497
U49915	U75356
U05253	U73024
U66117	U45980
U24036	U58200
U91181	U83304
U32277	U21069
U01501	U56332
U25123	U02382
U03645	U04071
U57768	U02499
U10924	U20524
U19654	U29640
U56352	U38808
U44967	U05155
U36966	U05293
U71060	U14351
U00292	U23140
U61865	U09506
U33742	U22014
U02868	U95076
U12024	U61670
U09727	U02587
U16215	U06692
U02162	U19646
U92452	U00876
U23618	U56633
U20900	U12259
U12895	U31362
U09252	U20081
U13610	U27730
U14044	U01205
U19968	U50370
U48318	U21685
U00403	U68633
U67330	U57020
U05113	U97090
U52983	U23892
U20617	U10643
U55968	U83706
U65439	U17295
U71500	U03424
U51319	U05303
U05890	U17304
U45609	U43325
U40682	U03651
U02101	U27512
U09038	U26700
U84768	U02180
U25574	U29825
U76337	U40321
U00831	U03428
U71840	U00354
U29914	U01386
U05874	U31189
U01954	U52702
U25249	U26660
U01729	U44893
U46744	U01656
U00667	U40027
U44134	U66038
U00226	U47879
U01582	U30918
U90817	U01381
U02765	U81134
U09642	U34376
U02920	U23308
U17393	U25455
U46436	U48616
U02236	U44030
U09098	U30808
U01158	U35101
U40327	U05966
U06734	U22501
U09777	U10706
U00826	U50011
U07226	U12437
U24789	U59438
U03220	U62021
U01149	U20033
U19924	U20712
U02402	U24613
U28266	U84781
U43253	U25186
U14441	U12069
U72094	U49003
U16977	U49673
U10225	U46091
U07554	U12012
U25351	U45653
U64910	U12840
U05181	U82852
U08952	U73145
U05477	U48464
U22300	U51342
U16780	U14916
U45553	U12798
U06583	U74028
U55652	U01662
U62178	U01165
U50133	U35325
U01419	U17766
U93117	U07469
U57005	U04094
U13177	U04853
U64792	U09425
U40142	U26079
U81847	U17807
U04053	U19795
U56944	U44480
U41362	U00384
U47031	U59816
U10250	U84976
U35214	U02819
U01411	U79460
U09932	U02031
U28126	U25271
U08878	U04909
U02237	U64828
U17032	U12371
U79860	U33330
U24372	U19986
U27433	U04011
U77336	U05054
U42511	U21896
U08249	U57066
U02631	U67699
U73725	U00318
U00457	U69101
U46585	U03374
U28383	U06138
U77134	U06694
U90129	U13307
U05494	U32640
U71500	U32622
U37708	U01030
U01193	U30558
U45570	U54624
U17641	U14943
U42404	U31322
U07496	U33105
U37789	U05415
U39160	U60863
U20457	U04007
U28550	U23777
U03824	U48837
U87507	U05652
U06013	U02215
U02403	U87660
U39323	U01575
U92143	U02051
U32828	U05366
U05773	U09925
U38195	U34119
U16345	U21996
U17999	U85006
U36932	U06520
U01945	U69011
U24577	U03622
U82102	U00945
U29030	U08214
U84921	U90658
U35472	U23809
U01168	U52562
U12434	U06664
U12847	U11177
U44059	U19488
U93294	U44558
U61793	U16770
U03563	U69781
U28747	U67863
U00737	U03804
U33912	U59582
U95125	U73271
U01720	U25290
U12432	U94222
U13091	U04023
U28051	U00787
U86205	U06528
U16229	U25545
U36489	U16612
U33477	U85188
U63417	U06546
U01584	U58658
U08306	U15518
U40452	U35927
U77427	U04611
U20099	U28680
U22748	U02439
U23344	U68565
U56302	U61490
U26954	U41432
U06859	U21570
U03733	U93891
U00680	U06233
U34513	U13047
U33625	U42595
U21843	U29770
U02346	U62205
U33409	U46426
U05254	U25706
U22042	U11888
U30920	U01099
U63598	U15339
U78835	U60666
U63598	U01793
U20158	U37150
U05701	U62824
U03195	U08359
U47530	U12541
U30103	U00874
U18111	U57905
U38111	U31188
U31986	U30912
U50323	U01346
U01085	U24318
U48548	U18035
U90525	U21016
U43073	U01497
U46479	U00402
U20256	U72365
U01873	U98042
U01090	U82274
U71681	U77446
U17312	U67432
U57900	U33565
U40358	U07570
U19774	U16399
U62837	U58584
U03108	U94020
U00903	U04733
U31087	U76818
U20064	U67267
U27364	U03460
U31706	U43557
U16842	U30424
U86945	U08281
U80221	U03245
U17436	U17436
U07392	U25119
U22680	U21479
U10189	U30816
U00148	U37779
U47491	U73035
U86220	U01158
U02181	U41400
U03195	U15027
U87708	U28440
U95019	U04398
U29050	U46573
U42500	U26414
U48764	U00700
U01329	U46676
U65126	U37698
U08184	U75072
U05847	U25938
U20547	U64981
U17783	U25446
U44556	U07792
U17844	U02800
U02240	U08937
U03184	U00792
U00761	U52134
U74995	U39483
U04087	U11600
U10797	U05877
U20632	U78839
U37624	U48186
U76575	U49368
U19522	U02309
U67559	U04461
U14816	U18016
U72373	U17842
U43171	U29912
U67838	U06914
U21360	U38017
U64399	U07781
U13608	U06049
U50975	U04491
U28503	U36199
U30001	U04505
U06932	U11272
U37359	U04417
U07416	U32010
U11404	U50939
U04678	U84015
U69503	U59134
U32182	U01245
U11562	U05662
U66930	U02236
U26444	U06425
U21938	U34569
U04988	U91513
U90840	U71082
U01724	U30357
U04801	U04912
U60785	U25283
U13745	U05688
U71870	U00571
U29240	U23308
U12845	U01250
U18243	U00212
U76797	U02632
U88375	U02648
U83788	U03186
U16514	U02838
U00266	U25803
U16450	U24133
U58114	U62454
U09329	U81823
U30363	U25529
U02363	U14649
U09422	U28848
U05814	U26607
U72757	U37599
U65681	U08223
U13869	U22665
U58410	U93795
U52048	U19419
U10541	U65121
U65336	U04920
U04533	U32413
U88730	U07079
U39541	U28970
U10364	U01872
U53614	U21989
U18678	U99594
U59085	U00419
U12598	U38676
U47626	U25861
U56883	U43076
U10066	U80927
U04083	U52192
U09196	U13963
U93294	U24713
U96656	U03221
U20871	U61873
U17856	U00560
U28212	U17881
U16550	U21311
U10063	U02384
U14085	U00915
U27884	U36088
U04037	U35022
U18196	U39278
U78847	U66573
U11933	U07640
U21462	U25391
U24174	U23896
U96334	U06365
U17272	U29117
U16826	U10461
U43789	U25747
U81923	U29359
U36427	U23447
U25680	U41825
U05110	U53390
U04332	U13420
U65864	U10955
U59181	U36642
U02138	U98136
U45078	U05082
U08767	U05373
U16536	U06043
U05411	U02036
U57780	U37839
U31804	U05267
U00840	U34011
U52671	U05001
U13111	U05757
U06568	U01529
U22055	U78842
U23380	U05146
U16248	U25890
U91543	U15910
U17378	U14452
U08616	U06839
U48459	U03960
U05152	U25786
U25705	U26006
U90298	U25697
U07716	U30568
U10319	U13859
U42816	U07764
U56286	U60784
U87956	U34479
U12405	U94156
U72009	U00452
U28224	U05762
U00816	U46109
U32496	U02355
U21490	U12783
U26016	U54041
U63923	U03259
U06245	U07704
U19696	U74872
U09476	U16062
U69980	U00005
U00641	U05433
U20116	U02562
U13197	U09465
U06838	U34335
U91658	U24751
U10548	U26953
U05305	U02889
U34368	U05224
U33190	U10841
U33947	U11411
U73313	U83689
U54806	U06558
U69406	U13700
U08024	U36752
U04953	U71952
U42029	U01549
U20900	U03429
U24285	U05965
U11093	U02159
U44069	U00964
U17402	U10031
U88317	U30740
U04659	U45215
U55559	U01306
U12152	U02089
U15287	U39789
U15440	U20570
U00778	U22919
U84080	U18229
U17436	U44298
U11353	U00036
U11320	U00422
U89617	U04889
U05348	U23695
U85152	U35171
U58647	U08984
U89814	U40341
U27028	U26383
U65784	U05496
U70007	U34571
U79193	U16847
U88551	U03072
U88557	U46956
U88000	U02271
U09092	U16939
U57585	U19480
U22044	U05660
U28301	U62411
U00609	U54913
U01254	U79848
U36120	U35448
U40291	U75422
U13425	U06737
U06903	U00735
U08184	U22807
U70622	U02312
U35636	U56695
U03068	U02368
U90464	U00565
U19525	U05141
U11377	U35347
U22055	U25581
U38266	U54260
U29594	U14182
U67676	U45336
U17299	U06901
U58069	U02529
U24012	U09275
U06963	U35786
U14464	U79651
U48066	U07934
U27049	U48972
U33599	U03409
U01742	U36011
U06220	U88736
U55266	U01551
U17859	U12215
U55941	U59969
U59769	U18326
U29137	U70905
U14154	U98840
U02996	U10759
U03291	U22087
U25434	U03756
U50826	U52893
U27980	U36886
U81670	U68350
U00510	U68829
U30970	U37209
U56215	U07371
U93549	U00799
U06837	U87073
U04847	U29153
U02945	U49528
U18282	U24255
U03771	U71874
U14103	U08149
U02933	U89569
U03252	U50062
U03113	U00928
U38583	U26510
U15393	U03355
U93795	U47991
U67174	U02553
U38138	U03034
U06626	U12487
U16574	U65067
U02138	U02767
U85908	U09140
U52489	U15791
U01252	U77224
U05187	U63142
U05694	U11214
U99968	U00261
U62106	U08137
U16372	U11612
U12831	U19666
U52659	U14760
U05914	U17061
U00423	U25566
U00048	U99616
U32244	U74500
U05705	U62680
U11638	U56222
U06575	U22455
U09666	U10542
U22413	U45944
U43512	U02920
U18458	U00188
U52331	U08565
U42662	U32550
U11316	U06622
U15211	U00866
U86314	U10172
U93294	U73533
U42869	U17234
U97587	U07916
U98125	U07748
U00422	U93962
U38825	U68897
U03456	U46094
U04018	U15184
U24322	U58200
U32015	U14830
U45646	U09957
U05831	U19245
U29962	U15633
U72126	U12331
U53482	U01706
U11302	U00753
U07394	U92010
U04107	U13398
U43888	U81609
U25057	U05892
U18294	U18483
U01046	U08987
U91335	U07271
U55505	U78791
U77755	U22919
U08699	U17689
U19059	U16973
U20267	U33041
U89332	U02237
U05575	U99971
U88387	U02883
U54878	U10403
U20537	U04166
U60167	U07084
U02050	U18095
U17501	U38974
U01786	U13364
U25803	U70119
U19659	U30300
U04936	U74467
U06836	U45495
U02993	U65862
U05066	U56014
U05009	U77666
U03984	U08948
U46647	U82421
U16108	U04395
U26707	U59045
U20127	U72597
U06857	U48722
