U06443	U15716
U05947	U55144
U10444	U06633
U60731	U49975
U37929	U03766
U22044	U15144
U18629	U05554
U68491	U06309
U03026	U53830
U14248	U10479
U33374	U74721
U64579	U18688
U17812	U08102
U39167	U20593
U13998	U07184
U37656	U50729
U30271	U00455
U12592	U01343
U35528	U08235
U40033	U36968
U60797	U03373
U42323	U04110
U56603	U27763
U04946	U72829
U00201	U89634
U23614	U01126
U04052	U50605
U22194	U08141
U06432	U26400
U19486	U36427
U01519	U35592
U23436	U10025
U11389	U19441
U02648	U20695
U02076	U82682
U37367	U47801
U81272	U33953
U16455	U29757
U49894	U25464
U00742	U01517
U82856	U03432
U00669	U59732
U38608	U36324
U80982	U00397
U65406	U25739
U02927	U94687
U28422	U91138
U05524	U49981
U08539	U32071
U50295	U06378
U32580	U05302
U49529	U46578
U34430	U14121
U17916	U89449
U02873	U49390
U46102	U53140
U32390
U06165	U01637
U43587	U53863
U40658	U07915
U76817	U60639
U48336	U01815
U25677	U04720
U37946	U22905
U42554	U72533
U53282	U22982
U96147	U35570
U58195	U51914
U04026	U35326
U19042	U31512
U24882	U03200
U94998	U01229
U31008	U03407
U90983	U74268
U05622	U16256
U47086	U75052
U23623	U25190
U25314	U10883
U15235	U45022
U00848	U18447
U31417	U60960
U10912	U65194
U57892	U21358
U02822	U16233
U13122	U40818
U57632	U28422
U25180	U39314
U06525	U42933
U13045	U27074
U09845	U70945
U03038	U99307
U27701	U30455
U06492	U93961
U71826	U45765
U01517	U11541
U72759	U04310
U68550	U40821
U68146	U46835
U30154	U41224
U07848	U35152
U38278	U11412
U77351	U31400
U45216	U28336
U90298	U25697
U17260	U03467
U14574	U29665
U52244	U51932
U43489	U59071
U07535	U52912
U25779	U89651
U04386	U07396
U29030	U82860
U73712	U99169
U35991	U05197
U82491	U01676
U25144	U02346
U13930	U10714
U32549	U25107
U10439	U11645
U51599	U02458
U00162	U08410
U24106	U10124
U20944	U75559
U02710	U11180
U14866	U77633
U49312	U01424
U64348	U18278
U14665	U05467
U88794	U02097
U58334	U26738
U00855	U91009
U15211	U00858
U37714	U05903
U25440	U11704
U05807	U34235
U06690	U19658
U11339	U56126
U82741	U18937
U21258	U03672
U00832	U89157
U97184	U01446
U33748	U01296
U92035	U07758
U03645	U04071
U09174	U12888
U01975	U17817
U06047	U00792
U13823	U13828
U08117	U02462
U05503	U11218
U66661	U74948
U03415	U48160
U04372	U41631
U87966	U03173
U70934	U34407
U13014	U40381
U46591	U03443
U22332	U51405
U09738	U04729
U06454	U09314
U15885	U03815
U09864	U14122
U01215	U04461
U04659	U53562
U06906	U65590
U41871	U07839
U21197	U65366
U15100	U40147
U54824	U00789
U12673	U23427
U32386	U53128
U56123	U20005
U01271	U27788
U33731	U12612
U03587	U38934
U58346	U28086
U28495	U04577
U07049	U65244
U71175	U59867
U38433	U10086
U58634	U36630
U10342	U27441
U23068	U13431
U93552	U18521
U11107	U08611
U04580	U58513
U58273	U66461
U23825	U14411
U96616	U02019
U03318	U54687
U07628	U79494
U02041	U18362
U16584	U21188
U09103	U28570
U00049	U89402
U11994	U29366
U45234	U02417
U14132	U13877
U22963	U07969
U60173	U13701
U02955	U04641
U84722	U02206
U05271	U04586
U08129	U20509
U97700	U02049
U46595	U40817
U01043	U46501
U18060	U08948
U28335	U34436
U00311	U22146
U39920	U06089
U19012	U06228
U06304	U14533
U06161
U58291	U07169
U01947	U90936
U10605	U28734
U17103	U16210
U31147	U03742
U30858	U00646
U12872	U06894
U25103	U45781
U24936	U05288
U72575	U07807
U13297	U65937
U91102	U08205
U29545	U23264
U08078	U28145
U54955	U16765
U01836	U38934
U09090	U96330
U62205	U00851
U83745	U06529
U35486	U69267
U04436	U58047
U19494	U20562
U20165	U01501
U93897	U01490
U88375	U09197
U33902	U18648
U09794	U21724
U36665	U06445
U20315	U12631
U22881	U86945
U06545	U65937
U38332	U02772
U03268	U59354
U30706	U11556
U04295	U54473
U10334	U16669
U94360	U54253
U70298	U04280
U08160	U05218
U53392	U14052
U01569	U49438
U68488	U45477
U07486	U11498
U48644	U18577
U02202	U93297
U03987	U67463
U07369	U45066
U66134	U06020
U62186	U24325
U01013	U55697
U36798	U59276
U37107	U37715
U29664	U06791
U24560	U17182
U94523	U95279
U61920	U87300
U65501	U48199
U98840	U14154
U03028	U32575
U00728	U26839
U71830	U63642
U37059	U11404
U03060	U53622
U05969	U78487
U21885	U45993
U41816	U25137
U45320	U05451
U07418	U76538
U27701	U11258
U02627	U13997
U07466	U07357
U01590	U19812
U11377	U13426
U13559	U02374
U05432	U46578
U08829	U05356
U02604	U69728
U84568	U18391
U66566	U72382
U15543	U73342
U34983
U06500	U66967
U10939	U46495
U01938	U39253
U02704	U45481
U01739	U85253
U03915	U40888
U06860	U66241
U17324	U20653
U73702	U12981
U00726	U72077
U10812	U06066
U00506	U10324
U15571	U17468
U28243	U08623
U11155	U11585
U33515	U11933
U00037	U53816
U51842	U21164
U45266	U03147
U28383	U08011
U25642	U28975
U97484	U04930
U64694	U04195
U19815	U39601
U08611	U28796
U03235	U15383
U00198	U62864
U66586	U32125
U17635	U78273
U52551	U20439
U81795	U92997
U61474	U07747
U07640	U22498
U51257	U28169
U13104	U01385
U31734	U03761
U58437	U04907
U08214	U66102
U04139	U47612
U25571	U43720
U22072	U55282
U05032	U64496
U58769	U22949
U30693	U95411
U79337	U01117
U64070	U01879
U22915	U17617
U17382	U63235
U28064	U56323
U61203	U01935
U00199	U30702
U40448	U56471
U06545	U59964
U52638	U07022
U57765	U69591
U80030	U01993
U06763	U43313
U47386	U06921
U13091	U11633
U05491	U32764
U99910	U24404
U01829	U31191
U16450	U24244
U66339	U38311
U17518	U09944
U01723	U30834
U63943	U53698
U27482	U08652
U96855	U04202
U64684	U35740
U34856
U03648	U09456
U38147	U28159
U32497	U11512
U37385	U67278
U14369	U12072
U10727	U01316
U22215	U12755
U95793	U04728
U00922	U11316
U06857	U74756
U01128	U12693
U72772	U05000
U27150	U22097
U75229	U02581
U59271	U01706
U55942	U04871
U22413	U05761
U14241	U59141
U16886	U40800
U34073	U06568
U45464	U47805
U54500	U16508
U09934	U05063
U33022	U21879
U10859	U03913
U35428	U06040
U17677	U15841
U07438	U73048
U62990	U00695
U46799	U79339
U08870	U20419
U01187	U54151
U03765	U05284
U36539	U40371
U25847	U19426
U48026	U32901
U46977	U89888
U16592	U26868
U03820	U41387
U89505	U00226
U18777	U12302
U89862	U03920
U33112	U12159
U84476	U04124
U33649	U42367
U14943	U02818
U47031	U48962
U50428	U05214
U01177	U01764
U03813	U04110
U33017	U24390
U74730	U72852
U18081	U03537
U96432	U07222
U03205	U37448
U95764	U13806
U07111	U14911
U52099	U19196
U28876	U38035
U13541	U70466
U89705	U32527
U09573	U54581
U12842	U02206
U07280	U56192
U17050	U41196
U23012	U41707
U83085	U02427
U05409	U15871
U26827	U30411
U02208	U27556
U28272	U06686
U22376	U31411
U00453	U97570
U15621	U14623
U24693	U13543
U48126	U21870
U00649	U28429
U19789	U08204
U20955	U22104
U16123	U22931
U42547	U03590
U74214	U00359
U19412	U23463
U08298	U72536
U02124	U51413
U00240	U06541
U34955	U09864
U01696	U38772
U06588	U76507
U59039	U90613
U08200	U46284
U10910	U09544
U24576	U91416
U04509	U51525
U08778	U45955
U51986	U05443
U25449	U04279
U61579	U26847
U41662	U13587
U92369	U25535
U22096	U41598
U04070	U24271
U55107	U15516
U35703	U11140
U01224	U22241
U38195	U03628
U45825	U37800
U79957	U00460
U64635	U38805
U08671	U07683
U50776	U04781
U52101	U08237
U17023	U47576
U21724	U03419
U27482	U15634
U75453	U07866
U07001	U31042
U87900	U04787
U24280	U50102
U45832	U95315
U20491	U05098
U41683	U05366
U90715	U02996
U02118	U10747
U23077	U24342
U43704	U54740
U56882	U15187
U60295	U10391
U04140	U78068
U14151	U16009
U36167	U24631
U21724	U85108
U10078	U71385
U01882	U09240
U52784	U10699
U65741	U03859
U21268	U01894
U33339
U27700	U13668
U15739	U14056
U01950	U02068
U08171	U14934
U94855	U02632
U32706	U13983
U24415	U24574
U52738	U08297
U16417	U27917
U90643	U14335
U04895	U39387
U50206	U04834
U89003	U66041
U94394	U01911
U34187	U35819
U07921	U23545
U06392	U46488
U67047	U00800
U18040	U03919
U07024	U27522
U12064	U14168
U11317	U34818
U99877	U27892
U03186	U09463
U15278	U02024
U02568	U18688
U13817	U04717
U54868	U09952
U14251	U36859
U98317	U03353
U41204	U00633
U13067	U62339
U54280	U02544
U45420	U46550
U30808	U04136
U08853	U61217
U03976	U65308
U26286	U35678
U50877	U02923
U03386	U26464
U07338	U76447
U02290	U02412
U10042	U14883
U41244	U08754
U52018	U73696
U43467	U01071
U71742	U03108
U12850	U34941
U04435	U20613
U06986	U16472
U00944	U04452
U00874	U75174
U01394	U43195
U02137	U44084
U51687	U06704
U57548	U21293
U07178	U51039
U63198	U10711
U46461	U32499
U77112	U58664
U46729	U13903
U02555	U38351
U49376	U08313
U06432	U97455
U39679	U67822
U52146	U66189
U84559	U58053
U00449	U04809
U25173	U31479
U02023	U40606
U60286	U93641
U17951	U08489
U00698	U74658
U44787	U15239
U32574	U00730
U23138	U12673
U83386	U23584
U00908	U58025
U84733	U00948
U59118	U27994
U56019	U25271
U92958	U04361
U11979	U21233
U33911	U04936
U69154	U39094
U00649	U02747
U58284	U09788
U62225	U00222
U44794	U12126
U23561	U41452
U21115	U04950
U54412	U10927
U30970	U11359
U09749	U05678
U01289	U16319
U95486	U05097
U43703	U42823
U05369	U55364
U05458	U57785
U01312	U73050
U08476	U04639
U19209	U20056
U19120	U43551
U04983	U54010
U49640	U48134
U01590	U58002
U60338	U35510
U51935	U10460
U14725	U62251
U05652	U01494
U38244	U35819
U09037	U70686
U44691	U01879
U03341	U08802
U28987	U55981
U52976	U08310
U54066	U71542
U00192	U29096
U85972	U17909
U08604	U58998
U25288	U01264
U00842	U32164
U13173	U03558
U89687	U03707
U64405	U36033
U07902	U55998
U63626	U00874
U81518	U06181
U00686	U29079
U06752	U08876
U53590	U11637
U95730	U46578
U04369	U83200
U40964	U33772
U08361	U05001
U08882	U41126
U06652	U74669
U29658	U65418
U97578	U34250
U03564	U03803
U01749	U44811
U03689	U65772
U14286	U42496
U78318	U05224
U05766	U96372
U03600	U74822
U61081	U69295
U11267	U61675
U28052
U06506	U50262
U32743	U74669
U06069	U48783
U00308	U69770
U85681	U47572
U03619	U06592
U00470	U29844
U76795	U50173
U02003	U88098
U74800	U58430
U64316	U06671
U17766	U11969
U93589	U05005
U01126
U74344	U44130
U06623	U29629
U12042	U01636
U56079	U10022
U59899	U56725
U23101	U00697
U36479	U02070
U22935	U26368
U96993	U92643
U35922	U07483
U63735	U04451
U56348	U47972
U22730	U28105
U00233	U31049
U04761	U70335
U03594	U27504
U10983
U05571	U09034
U18215	U13332
U06895	U43738
U02213	U06047
U02920	U28887
U09194	U36634
U41249	U24934
U01728
U60778	U03033
U99230	U50240
U68654	U03244
U16507	U03264
U75215	U06046
U43050	U56182
U27095	U04052
U07787	U15536
U31018	U05534
U05330	U09593
U02612	U06918
U12638	U03955
U36368	U25468
U17836	U00155
U20344	U05133
U06772	U06389
U05521	U63658
U26328	U10971
U99118	U67211
U02380	U12047
U72292	U00710
U56178	U08472
U11090	U23121
U28721	U03727
U91807	U01522
U26633	U37626
U08743	U46494
U60366	U10293
U07261	U54451
U02595	U91353
U25649	U72031
U73331	U15305
U51762	U19075
U37753	U75927
U01699	U47912
U16062	U16050
U10939
U08264	U73909
U38433	U35275
U55214	U02720
U11561	U00663
U37162	U30522
U30775	U05400
U87044	U02350
U07658	U87024
U04491	U76374
U68415	U00555
U01288	U04023
U51327	U33964
U74895	U07482
U11459	U38946
U04042	U17861
U08720	U14735
U78299	U05224
U04711	U09069
U03321	U24209
U10538	U65355
U91780	U56800
U89420	U46462
U59687	U36641
U11285	U11984
U16819	U53250
U29872	U08561
U14243	U28088
U27447	U40983
U92955	U43997
U38571	U02672
U28668	U28917
U45634	U50525
U68098	U18196
U05255	U47519
U25860	U00804
U01068	U65311
U65948	U04451
U03028	U30153
U26874	U03390
U89592	U13795
U14126	U76716
U94588	U02385
U58625	U20601
U55731	U40925
U02548	U71463
U59308	U00412
U49566	U46356
U59279	U01905
U01348	U56344
U65951	U05152
U37958	U00778
U02897	U07057
U60387	U21872
U11705
U23811	U07755
U29952	U67515
U35321	U09646
U48226	U04789
U08481	U15772
U00856	U05541
U74814	U88454
U98135	U02136
U02484	U39329
U20616	U11307
U23121	U40167
U03514	U49197
U19920	U48653
U42609	U20929
U13553	U19523
U27998	U16215
U07672	U78923
U32647	U07510
U01829	U11799
U00295	U39445
U49956	U43683
U03217	U08674
U88737	U68571
U95704	U55039
U01082	U85544
U03124	U60960
U43909	U62186
U83401	U01476
U33380	U37356
U01246	U42110
U39475	U04422
U25884	U11853
U02016	U16118
U04974	U52634
U00318	U55223
U04397	U92690
U54062	U28237
U42064	U54723
U57005	U04255
U07506	U08140
U34714	U01067
U15930	U63964
U07538	U59075
U05926	U78282
U74883	U10883
U35149	U71289
U57096	U07641
U38123	U04327
U20613	U12687
U20064	U67267
U09687	U05164
U29163	U43629
U05914	U35300
U15124	U36995
U05926	U88644
U40760	U06161
U91758	U52065
U63820	U01598
U09428	U46636
U36364	U09974
U19780	U01845
U25746	U00524
U05585	U84925
U19121	U08482
U73422	U07738
U03336	U13414
U30495	U90582
U00523	U06381
U45476	U14002
U07659	U32458
U00792	U06912
U63700	U19621
U85143	U02964
U78321	U10781
U89918	U05181
U36428	U28781
U84194	U02071
U02793	U30120
U19420	U03443
U17189	U14268
U03581	U74989
U06919	U66234
U06363	U43720
U09899	U09898
U21941	U18240
U89762	U43050
U34344	U01703
U03150	U06722
U04962	U85283
U28270	U01366
U73262	U60772
U00179	U42257
U09771	U01041
U43094	U19900
U25301	U17913
U91745	U00010
U01554	U69698
U03960	U48459
U73218	U01659
U01244	U12694
U43733	U04392
U56841	U91559
U00908	U03541
U00634	U74247
U52012	U07056
U54952	U21268
U30877	U03931
U19494	U14051
U57580	U21989
U49944	U40521
U00390	U28361
U94643	U05676
U26827	U14467
U56955	U44757
U01259	U72018
U04909	U29330
U04862	U32011
U82256	U05249
U83373	U20654
U05758	U01783
U19026	U26146
U10615	U46401
U13552	U48134
U07073	U43418
U35306	U07182
U60765	U12953
U08099	U68001
U04676	U10752
U16009	U09210
U23659	U01764
U84997	U02332
U44753	U01125
U03010	U01558
U32680	U06571
U07742	U29543
U76278	U29172
U36428	U55168
U07199	U75782
U76319	U05946
U44362	U33732
U47231	U66774
U03182	U15307
U39100	U01832
U53828	U33348
U26798	U73231
U08188	U10791
U06320	U27459
U01548	U86454
U06826	U19867
U14066	U17959
U03038	U43006
U99964
U14612	U19658
U17934	U21402
U77864	U01520
U03318	U60953
U14916	U55273
U13919	U03097
U40768	U55050
U06698	U26095
U03838	U18631
U07052	U06194
U15536	U56894
U38381	U06652
U39029	U23559
U06556	U24506
U00274	U03845
U08567	U26165
U17618	U02367
U05438	U33392
U01752	U92456
U13412	U23096
U14832	U16374
U70305	U32156
U14030	U19234
U98611	U01508
U05811	U50922
U48981	U03911
U10981	U00985
U01622	U10453
U04050	U78207
U07769	U00649
U62467	U01173
U12204	U17888
U34150	U01948
U06652	U14741
U25621	U25905
U05587	U46714
U31049	U10409
U44134	U77633
U09132	U76923
U08014	U33879
U16583	U16581
U08475	U16394
U63142	U59181
U70143	U02340
U27716	U21678
U02996	U97859
U94813	U24745
U48774	U49741
U07301	U33214
U22264	U27618
U31927	U31621
U74758	U30359
U67235	U05206
U34723	U37375
U02694	U55235
U53748	U46304
U39903	U68865
U05778	U94706
U61930	U04381
U19873	U26769
U57798	U02307
U18990	U04982
U45201	U05441
U86779	U56469
U01592	U33929
U56627	U02458
U49565	U58385
U19524	U11912
U47827	U56966
U49842	U00298
U15227	U11280
U76519	U78914
U45570	U43582
U03091	U34598
U69498	U04150
U07662	U15311
U22114	U00532
U14285	U94134
U38787	U03457
U04959	U34001
U20506	U17308
U16697	U12953
U16316	U10319
U04906	U76620
U12552	U08811
U73313	U14168
U85169	U01622
U13645	U47493
U63275	U01145
U16147	U10758
U33616	U34612
U46244	U00006
U10653	U49151
U86214	U45310
U64241	U29792
U02172	U17133
U26650	U17046
U06665	U61561
U13133	U30756
U77566
U85461	U02340
U62430	U03652
U09611	U52359
U60403	U00390
U49147	U68712
U77718	U02260
U80871	U10390
U01697	U48012
U07559	U07356
U24917	U49952
U10488	U21724
U28469	U58583
U67590	U26464
U06249	U70770
U10803	U20474
U22654	U02773
U10597	U10534
U63914	U19787
U16631	U23368
U73748	U34685
U13711	U27451
U19779	U25274
U67748	U06672
U05616	U38767
U06985	U49458
U24576	U08371
U04621	U59099
U05243	U40944
U19960
U53567	U66225
U27887	U24220
U29236	U20271
U20675	U78471
U94819	U05068
U00485	U78235
U11853	U03443
U11843	U38598
U02047	U66645
U26578	U12192
U04551	U86993
U11151	U16814
U25677	U36599
U46157	U15941
U42500	U12077
U91447	U16934
U43816	U07130
U07308	U50979
U49907	U00023
U32408	U73495
U81294	U06674
U59375	U52757
U06652	U16361
U27546	U00164
U43497	U56100
U02815	U14753
U27730	U13610
U42735	U05382
U10538	U52042
U46205	U07349
U29066	U15787
U08072	U23972
U79384	U03483
U27266	U12385
U45679	U79197
U01713	U72572
U44989	U38677
U45527	U07973
U06233	U57740
U54771	U21202
U81543	U75831
U52082	U04822
U45692	U02310
U48138	U05619
U34363	U53830
U36026	U40371
U95281	U22045
U64173	U00628
U09816
U02194
U91481	U03281
U52123	U86976
U18880	U13554
U07449	U61263
U09454	U28972
U05017	U73743
U29383	U54160
U20847	U06886
U21519	U29695
U67623	U00544
U40390	U48952
U12600	U23046
U27947	U28262
U08073	U10821
U42598	U05670
U43097	U07364
U05288	U43842
U19489	U30342
U33015	U35126
U08201
U17773	U56820
U03254	U06566
U11569	U21476
U02973	U06100
U22764	U79644
U15287	U50380
U05287	U48127
U53863	U15286
U65642	U04988
U20505	U04678
U18333	U69263
U21614	U13506
U26854	U53987
U03342	U68291
U02215	U02620
U72508	U05800
U00099	U30858
U42928	U01962
U88587	U08921
U12916	U09773
U14916	U53830
U04940	U09258
U57243	U01295
U74491	U03122
U50032	U00121
U06672	U94768
U34955	U00233
U59394	U07693
U12185	U12176
U24627	U24908
U37946	U36795
U23371	U18504
U15865	U02562
U55158	U19844
U01176	U77263
U28182	U00817
U29350	U30048
U00676	U25843
U00352	U92131
U05644	U00583
U52301	U35875
U24269	U05584
U04418	U58769
U09366	U59429
U22054	U57642
U00578	U03442
U00828	U43251
U27971	U04518
U31793	U03506
U08874	U05258
U41071	U05908
U12296	U07745
U09763	U10714
U16686	U02493
U08934	U22248
U01075	U48567
U07443	U33384
U03750	U05242
U82930	U07127
U30251	U26165
U00049	U14615
U00490	U12733
U58516	U02445
U09344	U02041
U34118	U08332
U03601	U02068
U39481	U18813
U21590	U35459
U01924	U01805
U20850	U02681
U40443	U33387
U27791	U01199
U01286	U53561
U15395	U17799
U00152	U13133
U68517	U04811
U47668	U25146
U04153	U07689
U64704	U05417
U21690	U45438
U82521	U00512
U04636	U02778
U43903	U49310
U98411	U35349
U35514	U21027
U98840	U67096
U16372	U10491
U34262	U17859
U08281	U16576
U14948	U05982
U35571	U05511
U76566	U82026
U49649	U00112
U63374	U02804
U01030	U60126
U17706	U11610
U02960	U92350
U40387	U02626
U92350	U45275
U29941	U04519
U14610	U29096
U78626	U06455
U64279	U46321
U04076	U29760
U54492	U15257
U08565	U03239
U05798	U23817
U67264	U00600
U75808	U04587
U08773	U56183
U09328	U44099
U00201	U33464
U00209	U62197
U59498	U89519
U50169	U02974
U43453	U19081
U64829	U02255
U41142	U50698
U33077	U47359
U29930	U11295
U08524	U06023
U00478	U62916
U80545	U80546
U76566	U02951
U64910	U20966
U33236	U08209
U41954	U08000
U10621	U61037
U68544	U03873
U13757	U67155
U15860	U09314
U08878	U04268
U75872	U80843
U59377	U59170
U11610	U48927
U54316	U37372
U08900	U39359
U05734	U38094
U53506	U18764
U06869	U02255
U19940	U08508
U02147	U04130
U55275	U07648
U30968	U08279
U09423	U12337
U18992	U38541
U31641	U13568
U28528	U29085
U18344	U08077
U71663	U04103
U82707	U43795
U08382	U73262
U87477	U95805
U06151	U33728
U03073	U47172
U28945	U04296
U19550	U19000
U26445	U09070
U22565	U01999
U04113	U14968
U45986	U30894
U10118	U05175
U73422	U84073
U39108	U22219
U01037	U54767
U05477	U65313
U02780	U25471
U09323	U12546
U12850	U84142
U23506	U70591
U01692	U17838
U08813	U87421
U03340	U07720
U04226	U83622
U03010	U00792
U15704	U33616
U21595	U53921
U61621	U04034
U36710	U37249
U10230	U15645
U35703	U63979
U45345	U20196
U05781	U82906
U45509	U04543
U48398	U00550
U10003	U17402
U85767	U36514
U07058	U67812
U32964	U59884
U08070	U19808
U17962	U06852
U22982	U64953
U17458	U01049
U00338	U64891
U15975	U36702
U03738	U58119
U05313	U34122
U03579	U51023
U39159	U17217
U94039	U06509
U11132	U17761
U01801	U76466
U71906	U46007
U10203	U75586
U22484	U85861
U29085	U08489
U31743	U51934
U40816	U02567
U00953	U07886
U33038	U08280
U03683	U20262
U07637	U78194
U27266	U08644
U19158	U14010
U73390	U46986
U89012	U67072
U06049	U35426
U77130	U01248
U41424	U39224
U42007	U33687
U76449	U07451
U42885	U01618
U04754	U89431
U29158	U17865
U41523	U06021
U05924	U28274
U29326	U07914
U07734	U16006
U02717	U70862
U06069	U03109
U43533	U13129
U00079	U11977
U10155	U36528
U37791	U09277
U05507	U59886
U63396	U07873
U05848	U96105
U04720	U45462
U29337	U00062
U92022	U39348
U12990	U64202
U36706	U33347
U01234	U04278
U93005	U06102
U38830	U64936
U97966	U07915
U10910	U89218
U32545	U76803
U56305	U02780
U23677	U08837
U36725	U03730
U91004	U48598
U81653	U22471
U07315	U12772
U07756	U93929
U53557	U02853
U51755	U15073
U23406	U02847
U24178	U12077
U14656	U67481
U08188	U12339
U96402	U01207
U26084	U06500
U03967	U05122
U81209	U08082
U26206	U36309
U09751	U27760
U06072	U23202
U27870	U34785
U08258	U07883
U03136	U10064
U87288	U00478
U04422	U66846
U09572	U45767
U53131	U15841
U42984	U00458
U16009	U00920
U51704	U06184
U15885	U23360
U02213	U01104
U09369	U26442
U42260	U86761
U16576	U74637
U44008	U08392
U19622	U21724
U41558	U10983
U16215	U37782
U35077	U24687
U09939	U38493
U04248	U78082
U34442
U28370	U11344
U04845	U12013
U15933	U01618
U78558	U77448
U21360	U12658
U98146	U00782
U56822	U35279
U79768	U18860
U32425	U03151
U68673	U21724
U23038	U33356
U66662	U27108
U79473	U09413
U64128	U35388
U02290	U82873
U22791	U69522
U02265	U91051
U01774	U00218
U29064	U53297
U07628	U35212
U28933	U28124
U02292	U42272
U29746	U37041
U01693	U99433
U06692	U16215
U75208	U11538
U00641	U11969
U03434	U24178
U23665	U02026
U37964	U03320
U36686	U31054
U07746	U09897
U16549	U26818
U07889	U04070
U24576	U47850
U05271	U42264
U39474	U22418
U26187	U20959
U36315	U04439
U18491
U21268	U10458
U07695
U49415	U07204
U24999	U07788
U10538	U24918
U26261	U02929
U05659	U13297
U65696	U59857
U15767	U20891
U33911	U81431
U67204	U92209
U28068	U02226
U14574	U07588
U05837	U13117
U05460	U98360
U13401	U12799
U01657	U78998
U75564	U74403
U01584	U02392
U25570	U17745
U85192	U04914
U04013	U46984
U36696	U42974
U10721	U27542
U12178	U27417
U66582	U19742
U07640	U68383
U75497	U09742
U13122	U09185
U10136	U06466
U02906	U95560
U36870	U23599
U59679	U63422
U21028	U64285
U43097	U27007
U49431	U33979
U28662	U59593
U09677	U10744
U32090	U36091
U06810	U09178
U21554	U30548
U06149	U89395
U03701	U34805
U26040	U56658
U14286	U43292
U78385	U03456
U81907	U00198
U55916	U06956
U15656	U08379
U27077	U39060
U89560	U02252
U05641	U41988
U01832	U49726
U70919	U48001
U86716	U02802
U63612	U01242
U86749	U14120
U39717
U16267	U30501
U35791	U56338
U34498	U26132
U48777	U28602
U99652	U16343
U54743	U05270
U89248	U01168
U43594	U10379
U14355	U18338
U02639	U86500
U13715	U07529
U15067	U06816
U06909	U79020
U51395	U02972
U20966
U63172	U03880
U81116	U02790
U58258	U11220
U05263	U07745
U70313	U53385
U08411	U12953
U31449	U05230
U15485	U07848
U42500	U66038
U08216	U84499
U04878	U36306
U00299	U25021
U09571	U15681
U40991	U05224
U41538	U23283
U23309	U58709
U10120	U25591
U78310	U32257
U48765	U10393
U06580	U66940
U08528	U06281
U15692	U02761
U75984	U01316
U58567	U02749
U25179	U19512
U46695	U42412
U56062	U43241
U11683	U04398
U10541	U59717
U00063	U13301
U01389	U15304
U11539	U08041
U06098	U17115
U01153	U19075
U28445	U34988
U81639	U02484
U05855	U09728
U00633	U07278
U29186	U01210
U28406	U10884
U18200	U06508
U45476	U56620
U01055	U46526
U12049	U02011
U79674	U04868
U03173	U26389
U49868	U26750
