U27755	U04183
U35992	U42371
U49542	U08110
U24178	U12077
U18673	U03840
U13955	U18443
U96402	U01207
U58833	U85011
U49782	U03088
U05583	U90905
U83963	U13303
U06072	U23202
U08009	U66972
U15097	U41852
U10064	U03136
U27384	U08192
U27206	U41023
U07838	U14290
U15665
U02213	U01104
U47291	U23171
U38121	U00188
U00848	U18447
U19622	U21724
U41558	U10983
U16215	U37782
U39062	U05088
U48826	U36175
U04283	U38072
U24322	U14972
U62234	U42934
U04606	U99247
U19313	U00606
U86562	U19424
U75564	U07609
U20914	U13599
U29746	U37041
U30172	U77467
U54742	U26515
U41008	U63319
U04154	U27832
U02127	U11938
U04934	U46466
U03205	U81746
U74689	U77341
U21970	U63995
U24999	U07788
U07330	U77215
U26261	U02929
U08530	U45523
U59857	U65696
U01716	U39683
U00610	U83021
U14574	U07588
U34783	U00342
U80704	U22664
U01657	U78998
U01827	U14097
U81278	U06293
U01584	U02392
U20838	U32405
U05648
U19742	U66582
U54505	U06729
U02008	U08774
U29565	U00031
U03013	U74308
U30869	U41706
U28662	U59593
U13793	U41010
U06810	U09178
U36988	U11542
U07834	U09960
U05538	U11538
U59571	U02980
U55916	U06956
U02146	U04152
U02274	U68015
U04094	U17671
U16015	U24033
U86749	U14120
U14940	U18124
U20759	U51664
U26072	U01022
U96675	U17303
U33279	U11113
U06887	U27454
U71757	U82294
U00810	U64849
U44892	U40808
U58258	U11220
U87190	U05450
U05239	U38979
U16621	U21238
U03810	U51547
U28507	U69042
U08411	U12953
U15485	U07848
U04878	U36306
U00299	U25021
U09571	U15681
U40991	U05224
U23309	U58709
U00425	U20248
U01697	U68675
U02375	U84567
U19771	U31278
U13260	U76366
U11985	U22903
U12033	U15187
U45201	U14528
U14590	U39713
U00063	U13301
U01153	U19075
U00820	U47302
U81639	U02484
U36883	U76587
U55345	U13230
U28406	U10884
U12049	U02011
U01584	U31652
U49868	U26750
U07651	U11755
U97844	U06993
U29843	U13987
U21305	U54138
U20267	U01770
U40291	U01294
U02897	U11731
U09261	U60896
U08200	U52343
U41580	U60596
U53523	U05340
U48806	U76826
U58398	U46554
U51138	U26523
U20262	U41928
U70704	U61033
U36641	U18130
U02008	U45192
U05745	U14114
U03571	U12295
U11642	U18124
U36398	U11596
U38740	U34700
U46358	U14060
U00327	U94908
U15767	U06687
U72399	U38773
U05295	U65120
U50583	U07918
U80311	U04282
U01330	U89514
U22247	U65763
U14963	U19532
U00871	U84880
U05043	U36630
U84144	U02546
U01584	U03200
U49911	U04505
U27957	U24925
U08014	U64621
U00162	U23775
U42483	U26872
U03386	U12270
U02944	U59763
U50467	U22076
U00245	U00716
U19889	U54590
U23259	U24246
U88188	U05417
U79087	U85619
U05565	U56517
U88000	U11934
U72932	U06000
U60403	U10803
U93033	U03982
U01608	U00291
U04984	U38295
U90260	U04316
U08144	U42941
U87628	U02546
U04394	U25461
U06724	U75949
U30907	U21381
U48316	U31919
U08070	U41714
U03698	U03058
U38227	U29749
U08705	U02151
U02587	U06523
U61773	U29226
U92387	U04978
U01673	U99606
U13562	U08073
U02968	U91860
U80784	U20355
U29747	U18395
U73610	U03855
U93439	U46196
U28118	U06452
U13241	U14136
U06824	U48240
U09690	U46164
U10352	U12909
U49817	U02888
U24289	U52927
U09095	U08859
U36584	U00461
U10240	U30184
U48987	U01340
U03251	U14186
U04384	U20602
U04569	U06278
U08274	U23601
U02403	U34151
U02693	U62902
U43705	U16584
U28633	U08014
U52251	U00027
U27154	U42506
U27154	U40868
U18068	U18110
U80313	U15835
U87063	U33383
U97809	U02895
U15784	U06467
U02678	U83466
U98182	U11541
U16167	U12210
U60997	U00367
U70649	U04338
U51507	U05183
U85744	U77105
U89914	U49114
U07333	U13258
U38114	U45631
U05339	U04370
U73512	U00839
U00184	U47793
U14364	U11189
U18346	U45606
U00233	U14505
U08382	U17393
U30738	U00222
U03687	U26590
U03849	U91467
U03602	U20678
U40139	U87254
U33927	U02868
U20055	U02364
U05021	U99124
U03732	U62757
U23390	U01744
U56192	U02836
U02880	U17561
U05064	U15187
U61298	U17536
U28091	U13079
U73397	U07661
U81068	U02364
U00426	U94465
U57573	U70944
U53734	U61022
U10944	U04079
U04230	U12526
U34752	U16992
U23093	U07370
U69420	U01694
U06387	U77996
U60340	U19161
U43952	U43029
U11036	U12970
U30916	U07973
U21306	U25935
U04386	U86597
U03993	U55720
U39141	U08894
U16613	U32522
U68879	U02673
U51652	U03599
U45146	U06163
U86388	U08165
U87413	U06893
U71350	U75705
U45002	U41344
U71834	U00128
U11702	U20530
U50016	U15488
U25457	U23072
U02915	U60413
U03268	U60244
U08809	U25823
U42753	U13075
U13595	U10487
U86528	U06247
U10596	U98173
U25167	U02945
U43705	U13045
U22413	U08630
U29867	U41803
U19869	U36929
U40840	U26010
U03769	U51428
U00609	U41900
U00610	U21786
U04965	U15240
U31982	U43031
U16019	U58753
U15515	U25283
U01846	U30962
U10913	U08387
U28155	U19860
U90034	U04988
U25497	U03872
U02767	U44008
U29766	U03195
U34494	U54065
U01268	U03010
U77931	U81089
U00492	U02172
U78186	U13745
U32401	U71108
U03098	U07902
U03364	U19534
U05886	U24282
U71480	U36478
U61798	U04150
U82729	U18828
U00221	U59359
U23507	U00208
U48721	U69849
U11018	U48270
U05533	U01998
U00917	U42376
U03469	U72487
U06349	U44060
U40263	U08976
U83619	U10590
U28587	U07239
U74830	U00701
U06816	U06264
U63493	U47494
U19453	U12319
U16371	U26073
U03299	U21946
U36717	U00774
U11480	U01022
U15246	U20770
U14755	U39400
U04669	U75646
U02626	U18263
U08953	U27795
U22845	U63218
U74382	U01941
U11345	U00793
U03202	U87086
U06099	U85592
U57708	U33884
U06612	U37300
U93993	U01479
U09541	U23257
U01832	U11885
U37160	U15055
U57334	U20439
U42061	U11812
U14085	U04602
U00968	U65726
U10832
U25411	U42027
U95866	U22571
U32744	U31293
U03461	U09621
U97555	U02726
U02894	U26161
U00813	U28091
U07562	U56302
U07758	U53051
U00523	U35270
U17687	U10121
U31944	U01122
U86582	U04562
U52977	U24012
U06810	U02151
U99634	U05612
U09621	U04625
U21848	U31665
U01090	U43118
U05053	U31596
U06036	U17772
U40508	U41588
U02369	U53433
U00857	U73990
U17661	U67533
U32295	U25749
U50925	U25445
U80898	U08139
U03601	U02576
U73973	U06093
U75896	U28482
U56626	U38927
U24241	U46767
U29010	U36963
U04932	U78742
U05829	U93206
U87773	U64162
U50600	U73453
U02003	U28102
U00229	U51525
U01583	U28269
U02182	U66485
U45731	U14906
U07768	U58629
U30790	U00701
U18409	U78201
U31643	U28012
U38599	U25732
U34991	U67021
U89311	U07462
U05911	U32135
U00634	U02457
U07769	U04602
U09920	U23100
U05137	U74463
U14097
U01206	U64834
U04502	U23492
U36604	U13789
U07005	U65344
U06747	U34122
U00164	U66644
U03927	U21090
U02065	U71635
U64829	U07437
U23490	U07738
U15833	U07081
U38357	U10288
U84722	U02206
U20052	U00847
U16569	U50484
U00874	U58112
U55487	U29113
U88102	U07781
U74733	U05810
U44863	U28836
U15064	U14362
U08221	U80561
U21360	U02855
U01996	U23702
U60788	U29458
U01704	U99146
U01109	U10378
U12280	U35102
U32617	U02320
U36234	U06358
U22915	U13060
U41095	U08411
U43643	U12068
U07533	U18940
U17279	U32164
U53004	U22165
U56193	U27763
U28877	U02645
U52047	U05980
U53254	U13023
U73714	U15593
U14610	U25854
U15660	U25465
U04422	U08813
U33798	U07391
U95370	U34909
U02495	U99926
U50016	U20531
U85048	U03367
U17931	U58768
U86996	U63869
U02916	U64048
U15523	U16048
U17934	U39524
U01142	U90287
U01437	U94669
U00090	U95181
U18435	U38658
U29878	U60541
U47573	U11704
U03115	U48064
U04342	U04141
U01130	U48773
U31290	U14634
U90522	U56768
U55986	U92345
U08607	U50500
U25331	U34147
U06497	U24130
U70829	U03297
U02847	U58743
U09443	U59013
U16576	U13687
U15111	U08189
U01708	U19471
U32966	U01940
U17041	U23480
U01022	U16255
U23983	U47679
U10613	U67539
U15550	U00029
U43356	U28258
U01188	U02745
U10562	U27270
U01204	U86631
U56640	U15140
U08784	U47260
U02397	U16523
U02301	U02384
U71480	U01500
U15460	U29489
U42269	U23935
U56204	U40102
U07320	U39068
U05293	U53866
U41111	U30597
U11223	U29300
U03270	U22161
U17618	U11963
U04666	U13244
U67757	U02206
U19887	U14041
U26945	U29919
U02353	U12798
U12799	U27719
U04420	U42888
U39682
U22427	U11773
U29526	U14762
U08961	U27153
U77335	U18648
U25227	U50047
U08866	U02830
U38318	U22992
U95823	U06956
U67253	U02206
U65775	U77667
U01620
U25817	U41588
U08708	U09637
U49105	U48818
U29569	U49975
U02371	U50968
U17412	U04565
U05871	U11589
U65347	U36482
U05911	U35941
U52076	U59650
U41113	U47757
U75577	U07649
U07423	U61124
U04133	U74462
U07873	U27557
U36255	U67804
U63199	U28555
U18658	U08287
U35486	U69267
U28567	U37259
U86178	U00207
U29206	U10228
U92989	U01971
U00456	U92641
U80310	U00021
U11214	U53518
U57631	U02887
U22180	U67952
U70490	U01059
U21391	U26147
U19029	U00372
U03593	U07273
U53995	U23269
U43282	U17022
U78788	U06909
U13578	U07214
U63606	U23948
U65300	U19264
U57760	U43241
U35840	U37118
U10487	U59886
U38330	U59964
U05550	U12686
U08097	U73931
U69937	U43436
U17844	U37754
U35290	U46412
U07592	U76872
U37055	U04464
U22096	U60487
U15030	U17027
U43238	U36434
U08093	U08322
U05783	U93510
U02437	U80028
U05521	U73082
U00034	U42388
U71571	U24424
U28413	U24271
U59867	U15891
U80686	U34970
U02929	U67298
U01173	U82629
U11812	U71464
U74858	U10829
U88619	U01527
U16519	U12921
U43697	U62256
U65951	U07858
U79014	U11211
U27914	U42927
U55941	U84045
U28696	U10953
U37702	U05524
U20103	U07096
U34400	U25029
U40084	U51747
U19878	U06585
U40862	U16764
U02587	U03671
U29452	U05052
U08049	U01317
U07973	U57772
U24061	U22272
U10701	U81276
U62623	U44718
U20754	U18426
U05333	U08730
U02241	U59481
U23608	U13554
U23371	U01721
U04464	U49932
U15223	U45433
U16540	U36931
U06142	U61687
U33849
U26365	U17030
U08809	U47168
U57553	U01518
U09169	U17004
U05097	U84522
U70113	U94754
U09944	U57668
U65454	U24181
U47579	U00577
U42340	U65859
U67727	U01544
U33081	U40867
U67557	U25471
U35913	U18380
U75999	U04018
U45512	U48510
U58348	U88558
U46150	U23004
U49110	U16743
U14839	U00189
U11070	U13452
U03924	U40635
U58580	U00546
U33046	U16786
U41788	U05610
U58310	U34010
U07793	U07683
U48845	U42712
U00443	U64979
U11497
U51565	U06042
U31003	U29670
U03816	U59736
U51209	U75992
U25430	U45425
U10628	U48826
U22823	U14811
U19856	U58278
U12864	U05509
U15419	U38333
U01808	U59789
U00700	U72132
U00936	U42029
U28944	U48845
U23716	U03859
U14812	U91048
U63942	U02458
U25963	U21069
U87687	U87345
U34292	U29678
U27041	U17565
U08254	U38659
U22092	U04408
U00502	U11867
U37487	U29003
U03390	U82659
U01262	U52348
U05617	U04623
U08866	U46966
U13181	U00305
U03391	U35473
U70830	U01254
U34515	U34513
U37518	U49476
U20713	U27074
U56925	U71464
U44870	U01621
U51468	U24134
U13763	U02384
U29039	U62900
U08533	U71963
U00732	U08262
U03521	U48375
U01529	U08781
U26397	U36936
U70429	U03443
U26176	U00588
U13650	U44125
U31053	U08964
U22161	U50239
U67101	U28734
U03033	U13786
U09230	U55632
U61325	U06487
U07036	U05996
U11934	U25676
U34194	U03069
U38642	U08129
U69921	U05261
U06171	U44735
U37674	U43236
U26261	U47666
U02325	U33567
U13366	U16606
U47747	U04463
U81881	U53335
U31070	U04257
U05499	U60631
U05575	U75050
U26807	U08040
U04544	U59943
U57758	U09134
U15437	U19838
U00866	U13920
U45356	U21923
U02604	U69728
U28127	U06317
U49215	U08076
U42422	U15555
U33460	U04788
U25860	U13779
U78141	U07065
U32255	U25271
U61983	U45710
U46913	U02761
U23200	U24643
U27222	U07183
U07896	U18091
U22347	U00448
U56332	U16316
U86105	U60639
U22057	U11985
U01730	U48183
U36737	U00629
U13106	U00112
U97354	U05539
U03816	U27347
U16201	U23873
U06616	U03983
U02352	U32239
U82934	U03713
U18135	U26339
U07165	U14439
U16302	U04018
U35256	U00746
U18100	U69802
U02044	U02783
U22117	U46330
U91433	U48784
U16375	U52637
U04394	U63397
U61793	U16770
U30635	U45878
U15182	U55726
U63397	U16710
U00897	U47824
U22423	U57950
U23810	U04006
U72126	U15409
U01013	U15844
U70971	U62375
U17574	U18666
U94729	U64069
U07901	U14786
U93534	U07742
U04366	U30870
U03392	U88187
U57027	U06117
U06186	U19574
U49494	U11361
U49624	U14261
U74860	U02196
U56456	U25313
U28436	U05636
U45926	U06138
U05022	U25454
U04683	U07239
U04547	U06180
U87773	U20315
U04236	U04540
U03342	U38767
U14267	U41421
U22673	U11062
U45222	U00675
U05599	U67597
U45022	U25555
U16485	U03231
U28896	U11093
